,content
56,Updates are losing faith Chart IQ version dose not support multiple chart whether on mobile or web. Trading view support multiple chart but there are no indicator of chart IQ Mobile version never go to full screen There is no full screen button on mobile view whether horizontal or vertical view. This full screen button given by angel broker also removed. It may be tie-up with these brocker Kuch to easy Karo for mobile user
57,Easy to use & nice platform
58,I am facing login issue. Account opening charges deducted but not able to proceed further to create account. It is saying to pay again 200
59,Super
60,Your website and app all is good but need more improvements and updates .....like as an user I feel and want it to connect with tradeview for much easier charting and trading do the needful .
61,Nice
62,Dear team Plz withdrawal system is make easy and fast .... Just like adding the fund system.... Otherwise all feature and function is very well. Make some add new features for new traders just like me.......
63,Not able to type the total amount instead of typing number of stocks...which is possible in other platforms.Why cant i withdraw my money after completing intraday trading?In other apps like choice finx it is possible.And the app is very easy to use.Accurate.With full report of profit and loss.The letters are small in size.
64,I have installed it and now I cannot link it with upi ID and I also try to link with ifsc then it not taking the micr branch code pls can you help to atleast open account for now
65,My 200 rs is debited from my account month back there's some issue they're not refunding amount its fraud app
66,trading view charts work ing fine But data is not saveing like train line. Moving averages. Whatever. I added next time I open charts all are deleted Like default setting
67,Great
68,"Chart IQ update is very poor, not save any tools like horizontal line or others and any indicator, when plot any indicator or tools and exit from app and again log in app nothing appear which is you set previous like indicator or other tools"
69,All ok
70,Sir i was open account in zerodha ...but sir i did not get my id...sir please tell me how can i get my id
71,Good
72,Worst update not user friendly experience Feeling irritating using new chart
73,Smooth as makhkhan
74,Average
75,Open high low close volume price not showing 😕
76,Chart IQ7 me measure tool pahle shi Kam krta tha ab nhi ? Now problem solved..
77,Awesome
78,in GTT stoploss and Target showing in only (% percentage). Please give another option in GTT (percentage %) or (Numbers)
79,"Remove the third class ""Mobile code"" feature.......it is totally irritating thing that we have to enter again and again everyday......plzzzzzz make this feature OPTIONAL Zerodha is Time wasting app"
80,👍👍😎
81,Useless app .first asking for rs 200 payment even after all documents submitted account not open.i switched to ANGEL BROKER and done there.even upstox Also easy
82,Very very bad app I took 12k profit but zerodha took 15k brokerage.
83,Great working
84,"I have never opened a zerodha account in my life, now I have created one and it is not being said that it is ready but exists... I try too so many times..."
85,", op is"
86,It is good but it is so much difficult to get login id and password i can pay200₹ also but I don't receive and it is discusting and all documents upload properly but when after2- 3 days I check again he started again from started verification
87,"Please simply Stop loss & Target with average price, percentage makes me confusion, Work on candles might it is slow as compared to Tradingview also from few days I feel it is hang and stuck in same chart/price position."
88,Please work on ui
89,I want to delete my account What is the process.??
90,Not able to clone the zerodha kite app for dual usage in my new OnePlus ce3 lite phone
91,Exlent
92,Nisc
93,Very bad app
94,Graph not updated...shows error while opening graph. Shows old values
95,"Recent update...Frustrating graphics , very very very very inoperable Can you provide a link to understand app functionality more?"
96,Chart is not working properly
97,Trading charges are costly.
98,Superb aap
99,App is very good but Everytime I'm getting tougher to select the strike by the time I select the lost is occured can u make a strike selection with geeks based system it will be very helpful.Except that everything looks cool.
100,All good
101,Good
102,"Very bad, hangs alot specially on Thursday's"
103,Simple and realistic
104,Worst app i have come across
105,I am not able to see charts and option chain. Please solve it
106,Good sarvice
107,"Unable to install the app, since two years I'm using kite."
108,Not compatible for me
109,App becomes very much slower and hangs when volume increases in F&O trading. Especialy on expiry day and that is after 2:45 PM. Due to which we have to face huge sleepages. It has become very much deficult to trade through kite in options trading due to such issues. Basket orders shows wrong calculations on margine requirement especialy after 2:45 pm due to increase in volume and due to which orders are rejected. Basket orders takes too much time to get executed due to kite hanging issue.
110,"Cannot get my login details after, 10 days of registration"
111,Don't stuck in this trap Clearly it's a trap
112,Now fantastic update in compare to other broker that we now add any option on watchlist directly from option chain Many many thanks for this But Kindly give candle countdown to bar close option on trading view chart
113,Very good
114,Best
115,"I am not able to see the the previous chart after i update the app on 8/6/2023. The chart only reflects the current year i.e. only 2023 chart, i want to see the previous chart earlier than 2023. Please help in this matter."
116,In zerodha web platform I couldn't save chart drawings in multiple time frame for same script in same time. For example- if i save some drawings on HDFC Hourly chart then same drawing doesn't show in HDFC 5 min chart for the same layout. Need to resolve this. How is this expect bigger glitch from ZERODHA?....
117,I'm new in share market trade but I have lost my money by using zerodha without selling my holdings share got lost and fund balance also got deducted Please refund my balance
118,Very good
119,Very Helpfull to take and place trade.
120,Whatever analysis I do on chart it doesn't save and when I save manually it changes whenever I refresh the chart
121,"Installed app, initiated account opening, completed entire process. Was told that login id password will be sent in next 72 hours. Been more than 120 hours but mail received yet with login id and password. Very disappointing. Will not recommend app"
122,Not easy steps to open m work on app.very difficult n frequently asked questions
123,Good
124,Most easy to sell and buy
125,Hang problem don't download
126,Wonderful
127,Kahi kamache nahi
128,"Price update issue from last 30 days. The price get stuck for 2 3 second, its intermittent issue. The reason we use kite is the speed and app stability, please fix it."
129,Dont use this app for trading you may get loss while booking the profit or unable to book profit it get stuck in between.....worst app
130,It takes my mony didn't give me back
131,Nice
132,App hangs and unable to login. Uninstalled and then unable to reinstall. Stops at 99%. Enough space available in the phone for download
133,Poor Service
134,Always log out And each time asking totp Each time i have to reset password and totp
135,"Sorry not satisfied application, there are many options missing which is available in other brokers application."
136,Always send wrong massage of my balance amount
137,Nice 👍
138,Why Finnifty indices not available 😢 will u plz update it
139,Groww app is far much more better then zerodha kite. Groww app is User friendly.
140,"I've been using this app for last 2 years, and trust me broking charges are toooooo high in this app. Go for another app instead of this 😼"
141,Pls provide the option chain in the commodities segment.
142,Just Mind-blowing...Just loved it
143,Zerodha is well best trading app and services all are excellent. Price time on time and very very appropriate it.
144,Nice app
145,New updated app logs out itself. Loading of stock price takes lot of time. Network issue is more. Suddenly today morning I was unable to open the app. Update password took half day. Worst app. Not effective like before Self explanatory please read carefully and understand
146,It's best app in the industry
147,Very bad service. The app screen freezes during market hours. Can close open intraday positions. Ultimately Zerodha squares off positions at loss. They will get their brokerage & other charges. Customers will be at Loss. This has happened twice in a week's time. Horrible experience. Please don't think that you have a monopoly. Please acknowledge that & focus on making business operations stronger. We are small people & we know the pain of loss. You people will not understand that pain. Very bad
148,I always face withdrawal issue with this app.. Please look into it..
149,"How do I send an email to customer support requesting for urgent help with my login problems that I am facing. Whenever I call, the Voice bot asks for Ticket number which also I am unable to generate. For last 7 hours I am going in circles with Kite App to site to Authy App and again back to kite app or zerodha site. I fail to understand why the site does not provide for an email address and a Chat Bot which will be easier to communicate."
150,Trailling Stop Loss Position display day pl Position sort by day pl
151,Overall the app is nice but there are some bugs. Like I bought a stock at NSE but in my portfolio section within the kite app for that stock it shows as BSE and the corresponding BSE closing price. But if I open portfolio in console it shows the portfolio correctly for that particular stock as NSE and NSE corresponding price under console. But in app portfolio it shows BSE. Please correct these bugs as they cause confusion regarding the exchange at which the share was bought.
152,Please provide GTT for MIS trading. You How could place target & SL at once?. Very urgent & important. The only disadvantage in zerodh.
153,Terrible experience. You will loose money not in trading but definitely using this app . Used this app more than 2 year and suffered a lot.
154,PLEASE MAKE FOR MULTIPLE MOBILE USES
155,Nice and easy tonoperate.
156,Good app
157,21June2023: The most unreliable app for trading must go to Kite based on my experience. Old: Some features not working Technicals when opened shows a blank page
158,Thank you so much for your quick and smart support...now I'm able to tarde thank you once again
159,Ltp price stuck
160,Discusting...I never seen this type bed app. After many day's I have not received any i'd pasword of my dmate account. And no any helpline nomber at there.
161,I added money to the account and next morning 88.5 rs are deducted without any information. Just opening balance in the statement. This looks like an unethical deduction. Will be moving my demat. Hidden charges.
162,"Worst app, worst experience. I bought 1 share in 184 rupees and then I sold that share in Rs 205 rupees but I got only 22 rupees. Where is rest of the money?"
163,My kite app not login when i call them they behave very bad Don't install this app they don't help when u need them worst app
164,Aapke yaha bhi Kam band karege faltu ka Paisa bahut lag jata hai jaise amc ac mantence ye sab faltu ka lagta hai jo ki grow me free hai aaplog ka bazzar khatm ho jayga dheere dheere arar yahi hal raha to
165,Ok
166,I believe that Dhan is a more modern and feature-rich trading platform than Kite. I would like to encourage you to consider adding the following features to Kite: The ability to trade in TradingView Drag-and-drop functionality of Buy/Sell orders on chart. Better charting tools More advanced technical analysis features I believe that these features would make Kite a more competitive trading platform. Feels like it's the right time to switch to Dhan if they don't take these points seriously.
167,"X yy j St GTX c III t xx j mm c ho u,y. Call me by phone by, pleas🙏vu hcT00,7,2e"
168,Best treding app ..
169,Good
170,The auu TX
171,I am facing problem for apply ipo this is not show in my kite app.
172,I can't find my user id 😔
173,Worst experience with the customer support not responding well..
174,So good
175,Good
176,My success secret Zerodha . I love 💕 you .
177,Single star because your chart is too laging.😒
178,2 stars for charts Improve index chart. It is must Show volume indicator on nifty and ather indices. And other drawings on phone app .
179,"Customer care number was fake, I have called many times but it says wrong number. I stock buy to Gtt was place but doesn't work many time 10 gtt also triggered but doesn't sell the stock"
180,Zerodha Need mobile landscape full screen mode..!
181,Super
182,Overall is good but add auto trailing stop loss system in app while taking trade.
183,Best app for shares
184,Best Cfdc
185,"Hi, Chart updation require, when we move candle than pivot point not moved alongwith candle."
186,please improvement in chart curser do it
187,Nice
188,I love the app
189,"Don't know why so many downloads for your bloody app. Still not understanding how you are competing with other apps. Think people may haven't tried other apps after watching your manipulated marketing. Coz I literally disappointed with it. While watching more than 2 strike prices in web browser, spot chart is not moving as premium movement. Even though my network is clear I need change time frame for every 1 minute to see fresh price .my indicators and trend lines are vanishing every day ..."
190,Traps retailers and loots money!
191,Very high brokerage charge
192,Kill switch on krne par bhi trade pdta hain
193,The upper circuit price is showing incorrect for Maan aluminum stock. Please check the app
194,Great reports no hiden cost
195,Charges to high
196,"Thank you, your app is best for trading"
197,nice
198,"Frauds team sitting there and trying to take money by fooling you that brokerage is low, however without informing they keep on deducting charges in the backend and take you money whatever you keeps as funds. Be aware of it and pls report to NSDL as I am doing it now. Total fraud."
199,"App is working really good but, their are too many glitches in the web site where we chart , like we can't save chart for next day . If analysed chart on higher time frame it we not show on lower time frame"
200,Loved it totally ❤️😍 I used this for options trading and its amazing ❤️😍
201,Kindly add stock logo
202,"Hello Zerodha, You are the best broker in india. I have some suggestions. 01) Can u marge ur kite & coin app in one app like kite app because I think easy to use to trading & invest mutual funds in app one. 02) Please possible to investment international fund options to provide. Thank You 😊"
203,Nice app
204,You don't have drag and drop feature and the chart on your website lags a lot. You need to improve your charting and add drag and drop feature. Add drag and drop feature as Dhan has.
205,e v 7eeex jv cy। AA फू एसएस449v ry8bc g ckicc0 0 d6dp9 I g09 j c7cuvupS
206,Hello Sir Please Improve Zerodha Chart Facility Because It Is Not Proper Tradingview Chart Not Open Properly In Mobile App & kite Web improvement Because Its is Not To Show properly Chart In Web Not Use Tradingview All Future And Other Apps Provide Chart Very Good Future So Please Uderstand And Slove Other Wise I Found New Platform Better Than You Because of Chart
207,The new text font is looking ugly. Previous font was much better and more readable.
208,"In Addition of nominee ,every time e-sign error form last 2 to 3 month."
209,"You must include OI & PCR of NIFTY, BANK NIFTY, SENSEX etc features in your kite app . You've Regressed Too Far Because You're Missing This Key Ingredient ...."
210,Waste of time
211,"Nice app create a home page and show large , mid & small cap market gainers and losers, add more features like similar stocks & add more information ,ratio & add company logo on fandamental page."
212,Dres ea seewd as ws the Aewwsaysyteze waswqqadZwzeZeeeassarawyatw
213,Very good
214,"Not deserve a single star but there is not a option, i have registered in this app almost 1 month ago, but still my account is not opened due to CRL KYC, and Zerodha team being ignorant and arrogant they are not doing anything to solve this issue."
215,Zerodha chart experience is very bad ...many times I did my research on chart nd saved layout but NXT day I tried to open layout and ..all drawing were deleted by zerodha..very disappointed
216,Kite is not working. Very bad experience to me. I will change this.
217,9o
218,bhai meine account open Kiya hai lakin meri user I'd kaha ati hai koi batao 😭
219,Am a profitable 🤣🤣🤣
220,This app is very nice very simple for understan and very easy I will use last one year
221,In last seven days my sell gtt order is triggered without even reaching near price points. This is deliberately being done to dupe retail traders. And to give defenite advantage to big trader
222,Good
223,"Nice update. Tickertape and all other fundamentals and technicals loading smoothly. But, Charts Load slowly and too difficult in smartphones to view charts. Not a pleasant view. Fundamentals are not at all loading in android. Error 2 not resolved, Connection error."
224,"Enable take pofit and trailing stoploss for currencies and other options. It should be as simple as dragging it to the position of choice on the chart itself like MT4, Ctrader etc. The current Stop loss order should not get cancelled automatically at the end of the trading day, it should last till the position is closed by the trader manually. Not having the above mentioned features makes it very inconvenient to trade for a part time trader who doesnt have time to be on chart 24/7."
225,"p poi மற்றும் my i ஜாவாஸ்கிரிப்ட் ஆகலாம் அல்லது p அல்லது u இல் ஒரு மணி நேரத்தில் இருக்க முடியாது, பிறகு நான் koooookooooooooooooie kook ஐப் பார்க்க முடியும்"
226,Good app
227,"Angel One: Best and stable Trading View Charting and tools. But for Bank Nifty and Nifty charges are high for FNO. ____________ Zerodha: Trading View Charting is useless and not stable. Charges are less comparing to others but useless app for Bank Nifty and Nifty and FNO. No OI data. ______________ Upstock: Trading View Charting is not stable in general view but if you expand view, it super ok. Charges are somewhat equal to Zerodha. I liked the charting tool and seen growth in profit also."
228,"Error coming after opening the app. Kindly help. The error says ""Error syncing exchange instruments""."
229,Download and security system has porr interface.unable to reinstall zerodha kindly resolve
230,Very easy
231,Not Discount Broker. Charge very high brokarge.
232,2 year
233,Cannot find today's newly listed ikio light stock no update available happens At every ipo listing
234,Jab hum intraday me time se pehle(before 3:15) khud share bench dete hai 59 rupees kyun kaat lete ho
235,Good app but GRAPH should be improved.Paytm money worked well in this section.
236,good
237,Expired options are still displayed in the app
238,Please add more indicators to chart
239,Zerodha deserv 0 star ⭐ out of 5. Thier account opening process is tooo much slow. After submitting online account opening application you have to wait for 3-5 days to get I'd and password. Account opening very wrost and late process.
240,Good
241,Uu
242,ye aap bhot kharb hai 200lene ke baad me ye aap photo ko nahi leta hai 2dino se my is me kosis kar rha fir bhi koi rispas nahi hai or koi call bhi nahi ata ye aap bhot bekar aap log is aap ko dawonload mat kare aap ke sat dhokha ho rha bhot bekar hai is aap se my bhot paresan ho gaya hau
243,Excellent
244,The problem is Save chat layout automatically delete...this is very bad experience...otherwise it is very good...
245,"Using zerodha, from last 7 years, but now after recent update. Unable to log into it. Stuck at F2A ENABLE. BUT UNABLE TO AUTHENTICATE AFTER ENTERING OTP."
246,I am using it in tab. This app do not support landscape mode
247,"New update is amazing with 2 finger chart opening feature, but when will drag and drop feature come in app version? To change sl and target without exiting chart it will help a lot for scalper 😅....."
248,"Cash withdrawal, current day he hona chahiye. Taki log apne stocks ko sell karne ke 12hrs baad pesha withdraw kar sake..."
249,"Not user friendly. Setting up of account is frustrating. If we leave to take photo that was asked, we have to start the whole process again."
250,Lags a lot nowadays
251,Very Worst Service No support
252,Candle chart Piche chal raha hai
253,"Unable to get used to UI. I have been using other platform for investing which was more easy to use. UI as in the terms, words, processes and all. A lot more technical terms have been used which can be good for professional but confusing for a new user. Also, when I first tried kite out, i wasn't able to figure of how to set a buy price limit which I found one of the part missing here but found easily accross other platform. E.g- ind money, groww, etc."
254,Bad app of share market
255,Graph .....
256,Depth issues .20 depth click karte hi stop ho jaate he.14-6-2023 9:06pm abhi bhi depth me order bid show ho rahe he.friend k mobile me bhu yahi problem he
257,Sometimes it is problem
258,"I am using this app since 7year plus but recently facing a lot issue. Sometimes it gets hang or not shown a fluctuated price of the share. Even if the volumes are in million the user interface does not support it. Today, for 2 minutes approx, for some share prices were not reflecting. Which is a major issue. They need to fix it on priority."
259,Very good
260,Sir ji brokerage charge bahut jyada hai.. isko kam Kari
261,Please add more watch list option because 7 whatchlist is not enough for me you should add maximum whatchlist. Please make a option to create more watch list section? When I will get this feature to add extra watchlist. I need to add more watchlist
262,"Only thing authentication depends on other app is draw back, google authentication."
263,Awesome
264,Third class customer care
265,Jordar
266,Fundamental is not working
267,Good
268,Day by day becoming worst... charts are not acurate. Rectify immediately. 5 min charts candle high are not captured.
269,Worst experience ever lot of problem in account opening first of all they take 200 repees for account opening then there are tons of processes. There are lot of good app then this try them
270,"Worst service, anytime stop working. Very bad application for trading"
271,Not working properly some rimes
272,sometimes this app stop working please do needful
273,I lost fund due to your server issues
274,Stop working
275,Zerodha is not working on date 12:00 PM June 14 . Please fix this error very fast . I cannot exit with my position
276,"The App is great and I've been using since long time but in Mobile it has became really difficult to use all draw functions. The lines get plot at random places or we can't control what we're drawing well. Can't properly draw a channel, horizontal or anything. The old version had it better or try Tradingview type of reference for easy draw tools. Fix this then it's a 5 star. EDIT: they fixed it. Great!"
277,Bad aap zerodha not working
278,"It stops working sometimes,when your trade is on."
279,"This is a rubbish app, functions are like hell, conditions more rubbish, restricted strike price where Angel allows to buy otm call this rubbish app shows error."
280,Good
281,I'm having trouble signing up. I put my original phn no. But after adhar check in. The otp is sent to a different phn no. Please help. I can post the Screenshot of needed.
282,Bhai is app me account mat khulva na chor app he. Logo ke pese ko loot loot ke haram ka pesa kamate he.
283,78⁠-⁠)(⁠θ⁠‿⁠θ⁠)(⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)ಡ⁠ ͜⁠ ⁠ʖ⁠ ⁠ಡಡ⁠ ͜⁠ ⁠ʖ⁠ ⁠ಡ(⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)ಡ⁠ ͜⁠ ⁠ʖ⁠ ⁠ಡ
284,Technical charts slows down and hang some time.
285,"Volume of shares traded Please add this option in watchlist with (currently shows price , change%, difference) + sort by volume option"
286,Very good
287,Excellent
288,Worst app after selling stock it's showing short selling and displaying loos very poor app
289,Excellent
290,"Waste app, gtt will be triggered but not executed so that i became loss"
291,Worst ! worst ! worst!!!!!! Worst App For Stock Market Investment. I am Unable To Apply IPO My IPo is Showing Not Bided Even After Submitted. whenever I try to Activate Future and options It's deactivates. I Recommend To Don't Use Zerodha For Share Market
292,Good
293,App doesn't even opening after the update
294,Worst app. Always gets stuck in authentication😡
295,100% Good Performance. Very speed execution.
296,"Please consider adding a Long/Short Position Tool to the Zerodha mobile app. This tool would enable users to easily track and manage their long and short positions, enhancing the trading experience on-the-go. With a comprehensive view of open positions, traders can make informed decisions on risk assessment and strategy evaluation. Your commitment to improving services is commendable, and integrating this tool would empower Zerodha users to optimize their trading strategies effortlessly."
297,Failed to log in. Error in connecting dns. Tried installing several times but had no luck.
298,"How many days you take to open demat account?. I Applied on 26-4-2023,,,, today 13-6-2023,,, total= 49 days... Still not open account..."
299,I use on laptop. Wish u save our chart layout on ur sever not on our system
300,Very good app.
301,"i have been using kite since 2 years. but after recent update in the charts section, i am not able to draw lines and not able to any tools properly. pls fix it. i am using kite mobile version."
302,My adhar card is not linked to digitallocker but I have paid to open account and now I am not able to open it I want refund please let me know how could I get refund
303,I had sign with black pen and it is clear but it is showing that you had sign with marker . One more thing my esign is not matched with addhar means.?
304,Worst app i can't open the option chain . If trading platform will not working properly then i have to close my account tomorrow.
305,"Market button always has some issues, please fix it, because of that I have lost money"
306,For those people who are investing 1000-2000. their annual charges is 300+ how it is fare??
307,Very nice
308,Wrong chat patten show
309,"My Phone finger print sensor is not, so couldnt login to the account. Do we have any other way ? Pin password are working, only finger sensor is not working. Cannot change or buy new phone. Any alternative plz let me know. Thanks"
310,"For App I would give 5 star but I am giving 3 star because there is no process to open demat account online. You are using the same old method of post. This is ridiculous. I had a demat account of zerodha but for some reason I had closed it and when I want to reopen it now, I have to send documents through post."
311,Zerodha thik Hai lekin mtf ke facility nhi Hai baki broker ke tra Sabhi main hai
312,Best app for trading
313,Good experience
314,App is very smooth with excellent features...
315,Perfect broker and app interface
316,"Not feeling good ,because every time when login in laptop asking app code..and to open app every time for code..baar baar app open karni padti hai...not good...in grow user to enter only pin for login in web...instead of opening app again and again"
317,I couldn't open the account in step 4 of account opening process i couldn't select MICR code...
318,"Excellent app, PLEASE ADD DIVIDENT DETAILS IN KITE APP."
319,Please give duo app update to operate My family or friends account
320,Good app user friendly
321,Nice app to my life and my family problems his been solved
322,V good
323,"1. Pft or loss % not available. 2. Nifty and banknifty Out bound calls or puts are allowing only for intraday only, not allowing for delivery."
324,StochasticRSI indicator doesn't work in app. Overall app experience & user interface is good
325,Worst app for trading and pathetic customer service
326,Chart not sync properly it's get hand
327,"Worst app , there is no clear update."
328,How to buy deep otm option in zerodha for delivery ??
329,Definitely zerodha is 1st who changed this industry i appreciate for that so many times but now this time change app UI experience like groww.. please show groww and kite UI experience I want to use kite but only UI experience is that thing that I am using groww so please notice point and change it as soon as possible.........we are with you and your Hard work nikhi and nitin🙌🙌
330,Nice app
331,ZERODHA Need to develop app insight more.
332,Superb
333,"Charts not opening fast, pls solve issue"
334,I am using this kite app since one year and my experience of using this app is very good.
335,Very good app
336,Future options chain is not available
337,Unable to view or tradebook or profit or loss
338,Broker is good but amc charges high why?
339,woest service
340,good broker
341,Zerodha should improve your interface I suggest you to make your interface like groww app
342,"Very bad experience in the initial stage only as I have open an account here in the Month of May 15th 2023 but till now my account not activated yet, other brokerage app didn't charge any fee for account opening,they charged Rs 200 for account opening but till my account not activated, very poor customer care response as I have complained a lot about my issue but they didn't response, they issued ticket for my complained but there is no any communication regarding my problem from their side."
343,Good application work and trade thanks zerodha👍👌
344,Super
345,Superb
346,Fast withdraw good 👍
347,Nice one
348,Great
349,Excellent features
350,Every week update are coming
351,Good App
352,Please add the view by 'prev. Day' range in console analytics again. Thanks!
353,Nice platform for investment. Just one request/suggestion - please show number of shares along with average price in watchlist section (currently showing only number of shares in watchlist section) also requesting to give an option to hide the portfolio value in the portfolio section! I've switched my investment from Paytm Money to Zerodha. Hope to see these changes implementation in upcoming version!
354,Great app
355,Wwwwwwwu UVB ja e. X. tst de wsswr
356,Not being download on my mobile. i have tried many times the download process get auto stopped once it reach upto 22-23%
357,UI is poor. Watchlist should be 10 instead of 7 and there should be an option to add 100 companies to each watchlist.
358,Good
359,Hi if possible kindly change the colour from RED
360,"Dear in zerodha wide range trading was not allowed like in nifty and bank nifty.it was allowed only,+/-200 points.other apps like 5paisa upstock given wide range for trading in index.please increase the range other wise people's are attracted to those broker's.why because my friends neary 18members are not taken due to these reasons.they are open account in uostock and 5paisa"
361,So cheapest app and fraud system 😡😡😡😡😡😡😡😡😡😡 don't download 😡😡😡😡😡😡😡😡😡🫤 Hi sir i reverse my payment refund pls🙏🙏🙏🙏🙏🤫
362,good and efficient
363,Good
364,(Continue singup) is not working check it
365,Please update double tap option to open chart instead two finger tap. Two finger tap to open chart is not very useful.
366,Glitch ka Raja..
367,Nice
368,Good
369,Please add anchored vwap function in trading view chart
370,Very satisfied with your apk
371,User friendly and intuitive app.
372,Bhai koi batayega ke tread kese karte he
373,Plz plz give an update for multiple layout option on for intraday trade....middle class trader or beginners can't afford multiple screen...
374,I think you should now reform your app..as its a laggard compared to groww dashboard and interface..requires more holistic picture..
375,Third class app unnecessary debited in my account 🤬
376,"Too expensive for students, made a mistake by opening a account shouldve gond with groww"
377,Best
378,Great job 👍
379,Not 👍
380,Aap pledge margine q dete jab aapki okat nhi Dene ki bhikh magte h us type ka rule Hota h aapka pledge margine me selected price use karna padta h usme aap kuch Sikhe unse jo aapki jese app leke bethe h unse ....
381,Nice app
382,Best
383,Very Very good 👍
384,Very good app for trading
385,Best h bhut high security hai
386,Nice 👍🙂 app.
387,Great application
388,Please update Trading view like other brokers (Dhan & Fyres).Otherwise Clients ll shift in other brokers for trading view.
389,brokerage is more
390,Best
391,Very bad experience with this app.
392,Expecting good innovative alert facilities like indicator based alert with sound system . Missing many times while trading.
393,Very very worst app because asking lots of information to complete account and I am lost my 200 r
