,content
167,I tried to download it on my Galaxy watch 5 then it said I have to download the app on my phone so I did that then it went back to my watch and it said I can't do anything unless I pay for a subscription lol a subscription for what I already own my own music I'm not paying a subscription to play my own music which I already purchased and I already own you dumbass
168,Seigo
169,"I use to like this app USE TO, I paid for a subscription to deezer hi fi and get to I only have a free subscription, then go check my bank account and see that I've been charged not once but 4 times in one day, don't even bother with this company, I'm going back to using pandora and xm, I'm in contact with my bank about these charges, years ago they were great now they blatantly are stealing money and ripping people off."
170,"great selection of music ,just pick an artist , listen and like ♥️ and it's stored too your playlist . if you are like me and love my music pay the $ 12 a month, it's so worth it . thank you deezer for great sounds and good vibes 👍"
171,"It doesn't allow me to have a free account because of my region, I don't recommend this app if wanna listen to music"
172,This app closes at random times even on a galaxy S23 ultra multiple times a day sometimes even within the same song multiple times. Get Spotify. Been using deezer for over 5 years now and this last two years made me regret ever signing up.
173,It's actually great I like it. I also recommend other people to install the app
174,I used to be able to use the 'Whats this song' to identify songs from other apps while minimizing Deezer. It no longer works. It was such a useful feature and now not anymore.
175,I love it!
176,This app is data leak app. Be careful where you install it. you could be sure than your password will be sold to hacking websites! terrible experience.
177,App removes your playlist alot as if youv'e never had any playlist created. Extremley infuriating. App comes out of France. Dont waste your money. I had this app for years. Now they think they have you by the hair.why dont they send upcoming notice for payment instead of removing your music..😠 Deezer doesnt give a damn about its clients!! 🖕
178,L'ordre des chansons en favorites ne fait que s'inverser.
179,"Doesn't detect available wifi speaker. Spotify does it, not deezer. Fix it. (e. g. Sonos WiFi Speaker)"
180,"Its a decent app with a good selection of music, but the edit function ig your playlist keeps moving songs i havent even touched and messes up my Playlist. It also stops the music for no reson sometimes."
181,Very nice app Some very nice music love it.
182,شكرآ
183,"Me gusta mucho la app, solo que a veces se bugea momentáneamente cuando hago cambio de red"
184,"Terrible terrible Terrible, and can't uninistall it, without coming bk to play store, I would of just unistalled and forgot it. As I had to come into play sore, I decided to leave a bad review"
185,"Excellent music app, it's got a few bugs like everything else. My main issue with it is not being able to disable the ""Flow"" algorithm on the mobile app. World be nice to have an on/off switch for Flow. The algorithm works well at times but at times I'd like to navigate manual on the mobile app Other than that works better then expected! Good job 👍👍"
186,The search functionality is terrible. Every other part of the app is great. But the performance time if the search is so frustrating. It can take many minutes just to search for one song! And even when the internet connection is very strong too
187,This app constantly amazes me I'm sixty one my first 45 was the Lola by the Kinks when it was released my first album was Donovan's greatest hits which was my first introduction to the two most requested studio musicians at the time John Paul Jones and a guy named Jimmy Page so clicking the heart button on my first music I owned and letting the app's analytics suggest playlists within weeks with my heart selections it pretty much flowed right into my actual music listening experience
188,Awesome App
189,Happy
190,"On the Chrome app, it just stops playing in the middle of a playlist. Like, there is no consistency with when it will stop playing. It just turns itself off randomly. It is very annoying."
191,❤️deezer!
192,love it
193,"I discovered this app over 6 months ago, and now music and so many great audiobooks are filling my days."
194,"If you don't pay for premium have fun with ads that are overly loud and lock the app till they finish. One of the main reasons I'll be leaving this app is that it won't allow you to listen to an album all the way through, all you'll get is 2 songs in before it starts playing songs from other random artists without no way of going back to the original artists album."
195,great damn sounds!!!
196,Fhj
197,who pays for a podcast player? lame af
198,top notch
199,What is the point of a premium subscription when the app still bothers me with product placements and popups? 😡 Contact support? Seriously?! Support can't help in this. -1 ⭐
200,What happened to the sleep timer? It's still in the description but not on the app?
201,The album art looks pixilated I'm using S23 ultra
202,using it for years. best music app!!!!
203,The site leaks passwords
204,"love it, use it daily"
205,"Please stop having the app sign users out when it's updated, thanks."
206,Giga Chad only ✋
207,"Je suis un gros consommateur de musique et j'utilise Deezer depuis plus de 10 ans. Malheureusement, je trouve les limitations de morceaux, albums etc trop restrictives. Cela fait quelques années que j'adapte mon utilisation de l'appli à ces limites alors qu'à mon sens, un service payant devrait s'adapter à mon besoin. Je l'ai indiqué plusieurs fois au support. Exemple: +1000 albums qui font complètement planter mon application Android. J'envisage à présent de changer de service de streaming..."
208,Don't download it 💩
209,I love Deezer i just wish the songs would stop stopping and freezing.
210,"The app is okay, a bit more clunky than its competition, but it does what it must do. Please remove the constant Waze plugging advertising. I have Waze, I use it, I don't need your reminder to do so, especially if I pay to have no ads."
211,It is hard to play music offline especially at areas with poor network... Please please pleeeaaaseeee fix that
212,Good application Loveit
213,It is not available in Pakistan
214,My favorite music is on there all that app I love deeply so. Much
215,Just good music! Easy app to work with.
216,"Its an extraordinary app,I just love it"
217,I love Deezer!
218,Stream stops and starts about every minute or so. It's very annoying. Should not have paid for premium
219,"Great app overall. However, the loop function has stopped working. It will play a song twice, and then go to the next song despite me having the one-song loop activated. I go and check the song page, and the loop function is turned off by the second time the song plays. Perhaps a bug?"
220,Dont download this application as it sells users profile and passwords in people who can use it for wrong purposes So bewaree! I have downloaded it and seen it myself.
221,"This app is trying to get access of your personal information from Google or whatever is in cooperation with others. If you deny it, easily no more use of this app. I don't suggest it anymore to people."
222,"Everything works perfectly, except loading times. Otherwise would've been 5 stars Edit: Was amazing when they offered a free plan in South Africa. Same price as Spotify, Spotify works much better"
223,i must pay before i browse your app?? why did y'all ruin deezer for Nigeria?
224,Price is high in the middle east so i am using Anghami as an alternative.. although Deezer is better.
225,App is amazing but for some reason every 30min to an hour the app just shuts off really a bother when you're driving. Other than that 1 glitch it's the perfect app. Music is always out on time everytime
226,Best application ever💜
227,cant control other devices like with Spotify. fix that and will give 5☆
228,"had trouble downloading podcasts, otherwise it's good"
229,no add to queue or play next option
230,really loving Deezer Great Lossless audio quality. 😎
231,A potential competitor for Spotify that deserves a shot
232,try to add more music
233,No free version in my country. So in order to access my previous history I have to subscribe to premium with which I won't do. I'm with Spotify. You've literally destroyed your entire brand by moving away from the free tiers. Won't be back. Made the best decision it appears.
234,"I made a review a few months ago for Deezer which was about the ads but now it's about the playlists. I can't even listen to my music. I want to listen to a playlist but when I hit shuffle play, it comes up with songs that don't exist in my playlist immediately! Just let me listen to my own music! I used to have Deezer Premium too which was expensive to say the least so I may not be getting it again."
235,Happy and smiling
236,This app sucks they really push getting the premium account with video ads and the increasing number of advertisers including the ad for premium it constantly kicks me out for no reason it doesn't give me a reason why it kicked out so I can't screenshot anything and no I'm not going send you a email it's about time to look for a better music app
237,Emily Barker is fantastic . Watch out for UK gigs
238,hi can you please add an update with my favorite song Alexander Stan all my people please
239,So I used to think the app was awesome but over the years its getting progressively worse. Its all small usuability issues that are never addressed. The downloaded music page constantly refreshes when you go into it. You loose your spot and there is always a delay in everything showing. Now when setting albums to download if new songs are added you have to undownload them and then redownload to get the new songs. Plus they raised the pricing recently. For what benefit?
240,It's sucks it's like Spotify but worse
241,"The service is excellent but the app needs to be looked into. It doesn't stop playing music if you close it (you need to manyally pause), sometimes it will fail loading any content and the only way to make it work again is to reboot the app twice, there is no option to download single song (you need to put them on a playlist to download), half of the recommendations in the home page have nothing to do with the users tastes (from highlights downwards it's all useless)"
242,love this app
243,Best music app I've come across yet!!
244,"good app, however it crashes a lot and takes long to read downloaded content if internet is not so good."
245,"App is frustratingly slow. It takes 10 seconds to load any section. My network speed is good, and even download songs at 5mbps, so the problem is in the app or deezer servers. I regret paying a year subscription as the app is becoming worse each time. I will move to another service asap"
246,It's good can't lie
247,"Latest update removes the ability to use the sleep timer with AI generated playlists (Flow), this is an essential feature for me! Please bring it back!"
248,Syncing the app between devices doesn't work. The slider shows the last known place but just gets stuck not playing anything. I can only restart & play podcast from the beginning
249,"Used to be excellent. Now you can't access your downloaded or favorited music offline which kinda defeats the whole purpose. I'm a premium subscriber but I'll be cancelling, sadly as my playlist is about 5 years old."
250,"I give it 5 stars (and bought an annual subscription) because I truly believe Deezer is the best overall streaming service available. I just wish it didn't feel so sluggish compared to Spotify/Apple Music, and especially when compared to Tidal."
251,"Plz fix your app do you do testing after updates? Its a new bug everytime this time theres 2, forst one when i click on the deezer app its loading the webpage instead pf the app why? And number 2 when im connected to a bluetooth speaker if of get any kind of notification the musoc mutes itself until i go back on the app and then it carries on playing the same part of the song over and over fix your dam app or im getting spotify instead you got 1 week"
252,Very marginal podcast inventory
253,Awesome
254,not the best i have paid non stop and keeps reminding me to pay really!!!! sort it out
255,"Many small bugs that, in term, hinder user experience. Random tracks that get a popup ""unable to load"" and then work fine by clicking retry, playlists playing in reverse order, different artists sharing the same profile, artists with 2 fans making it to some of the top charts playlists (how ? Nobody heard of them, check for your app security) and probably more that I forgot. The app would be much better without all these small but annoying isssues."
256,"Very good. Like the sound quality. It is better than Spotify premiums quality. But there is certainly songs it hasn't got, which Spotify has. The reason for the 4/5. It's little more expensive than I like, but the extra price is worth it for better audio. So far, mostly pleased. I'll give it another month to see what the music 🎵 recommend feature is like. Spotify song recommendations is amazing. I hope Deezers is too. Tuesday 6th June 2023. I've updated to 5 Star. Music recommendation 5/5."
257,I like the catalog of music that they have.
258,I found almost everything I have searched for. Definitely the best music app 👌
259,Deezer is the best for HiFi Music and Podcasts
260,It crush to often
261,"Even this 1 star is way too much! Don't be so greedy! Let the people listen to some music for free! Anything we want, not just something you think we want to listen. This app is all about Premium these days as in subscription-based model and that's never a good thing. It's all about the money now, NOT the music! Music comes second in this app. Why not making it a one-time purchase model instead? That would be so much better. Nobody likes subscriptions! That goes for me too."
262,Estatic
263,YouTube Music the best ⭐⭐⭐⭐⭐🤗!!!
264,Works great 😃
265,the best music streaming app I've found. I've tried Spotify and other the ability to link to devices moderately easier nothing half a good as deezer
266,true hifi sound not like spotify
267,It's great but a lot of songs are still not on it like the other streaming platforms.
268,ìp
269,Good
270,"Waaaaayyyy better than Amazon prime music unlimited, sound, control, support, value."
271,music unlocked 🔓😭 music galore
272,Not affordable.
273,"Four stars for now, because when looking for a song it wants you to type the exact song name and artist, which is quite difficult when you don't remember the song and actually need help from Deezer to locate the song. 🙂"
274,this guy is out of the curve! rock and roll
275,"Haven't used since 2019, thought id have another look. First thing is that you have to answer if you are male, female or non binary, what has that got to do with you... then it insists you choose 3 artists, to personalise my content... i don't want personalised content, can't move forward unless i choose 3, can't even delete account until you have chosen 3, so choose 500 then managed to delete the account."
276,Amazing
277,H d's I think 🤔 😳
278,Cool!
279,great and inspirational words
280,"Advertised on Google that they had a specific artist that I was looking for, but they don't."
281,Flac quality is unbeatable and blows the competition at this price point.
282,l'appli s'arrête toute seule après 3 chansons...
283,🌟🌟🌟🌟🌟
284,Best ever
285,"NAO PERCAM SEU TEMPO COM ESSE LIXO. Deezer é um lixo. Não importa se está usando Wifi ou 4G, leva 3 horas pra carregar uma única musica na pesquisa, msm consumindo 30GB da memória do meu telefone. Deezer is worse and worse. Thinking seriously about replacing it with Spotify. Deezer takes a lifespan and a half to load the content you search meanwhile on YouTube app, which I haven't even subscribed in, it happens in a snap."
286,ótimo!!
287,No way to change password or cancel account
288,Deezers got me down cold. Yo love it!
289,Only good when you pay for it what I mean is downloaded a bunch of songs and soon as the trial was over so is your play list might have continued but it's all about the money with every one anymore and that's just wrong and you use my data and I can't take that back or charge you all wow really wrong .
290,"It's a pretty good service and has a very nice app. But if the internet connection is anything less than perfect nothing will play, even downloaded playlists will just get stuck loading infinitely."
291,Giood.c
292,Gay
293,keeps stopping
294,Very clear instructions
295,"In general, great app, best amount of music a man can get, I have the premium although the widget isn't working the song catcher, flow and play aren't working properly which is why I'm rating 3 stars, guys, fix this up will you, once things are orderly be sure I will rate the app 5 stars, although my 5 doesn't mean much 🤣🤣🤣"
296,like Spotify but for audiophiles. selection isn't quite as good but those crisp highs and tonal lows in my headphones more than make up for it.
297,The most buggy streaming service I have ever tried besides Tidal. Spotify I'm coming back!!!
298,This app is missing an essential feature that Spotify nails: being able to use the app to control Deezer running on other devices.
299,"-have been using free version for about 5 years now, still love it! -3 years later, i still feel the same way! so eight years i have been with deezer. . .which started out being muve music, free with your cricket phone service. have been with metro pcs for years now, but deezer is connected to my google or my facebook (or both) so my playlists and favorite songs are all still with me!!! super awesome app -10 years now! still love my deezer music app 💖 great service!"
300,"Does not work and have no way to cancel subscription As suggested by your support system, followed the link and I am back where i started. No way of accessing information. When i try to open the deezer app, i am told i do not have an account. However an amount is deductedeach month for a subscription ."
301,Simply the best.
302,Not free
303,"Since a few months, you can't quickly remove a lot of songs from the queue by swiping. Now you always have to wait for the ""undo' prompt to disappear until you can remove the next song in the queue by swiping. Really annoying, especially since this used to work quickly before."
304,Sad
305,"I'm so happy that I discovered Deezer. Believe me I've tried them all. In fact I'm so happy that I'm prepared to start paying my subscription on the 5th of June already when I get paid, instead of when my free trail ends."
306,ok very good music
307,"The app is very good. I mean, the quality of the audio is just great! But on the performance side, it can do better. Sometimes it takes a while to start playing even the songs that already downloaded, or when you click in a song that is in the search tab, the song doesn't play, I have to go to options and click in play next. My point is: There are some bugs that need to be fixed and the app needs to be faster and more fluid (dynamic) to use."
308,"Dear Deezer, can you please fix the Flow algorithm (if there is any)? If I happen to have listened to a some French music before I turn to Flow, all the Flow songs are French, no matter if I choose different ""moods"" (Party, Chill,..). The same happens if I happen to have been listening to some Brazilian music, or in the case this evening all Flow is Flemish music, on all moods. I expect Flow to be a genuine random mix of music and also different music when I select different moods. Thank you."
309,Still plays song in reverse order & repeats shuffles! Terrible app
310,Music 10/10 you get can follow your favourite songs and artists
311,They steal your money for nothing
312,"2 star for price, if was less expense worth 4 star, useless for notstop playing songs, only few tracks on repeat, need search, flow inst flow, is stop after time, same tracks, spotify pee on u, almost and tidal."
313,I did that now & it worked thank you very much for the answer
314,The amount paid for commercial free listening is not worth it. I have been using the app for several years now and I am not happy with it anymore. On top of it stopping music mid song it is displayed a complete different song and artist.... Sorry but I'm unable to make a complaint through the email you provided me. Please try and fix these issues ASAP!
315,"Not as reliable as other music apps, but having flac quality and paying more to artists is the way to do it!"
316,Wonderful to use
317,Very good has all your favourite artists very good designs
318,Y'all need to get rid of commercials and more music and shuffle button and stop asking music I didn't request it keeps stopping
319,I enjoy the Sound quality.
320,Interface is really good. Has excellent content on African music
321,best app !
322,Free service is no longer offered but this app remain preinstalled and cannot be removed.
323,thanks for the subscription its abgood app.
324,Better than Pandora
325,Deezer has the same high quality sound then Amazon Music so I quit Amazon Music due to the app running slow and stopping so I perfer to use Deezer
326,not available in our country so ....
327,Deezer is the Bomb my number 1 streaming music app. Great variety and sound performance witout glitching. Deezer The Best #1
328,I love it I ain't found a song it's denied ame of playing
329,getting better at it I Love your get down
330,excellent 👍
331,This is the best one.
332,Awesome!!!!
333,"Play Flow is (was!) *the* main reason to like Deezer over Spotify - and they broke it. Home screen shortcuts don't work. Songcatcher and Play Flow still appear when I long-tap on the app, but both give an error ""App is not installed"". The app is installed, opens with no problem, shows my favourites, playlists etc same as ever. I'm on v. 7.0.29.67 ie the latest version; looks like this 15/5/2023 update ruined Deezer for me."
334,Won't allow me to subscribe because I'm not from white person country.
335,"Discographies are poorly laid out. There needs to be a new section under an artist that contains main album releases. To many popular artists (dead or alive) have so many anniversary, special editions, live, platinum, re-release, remastered, re-re-release etc it turns discographies into a nightmare. Just have section devoted to proper album releases."
