,content
121,"Ich liebe Wattpad, aber seit kurzem, wenn ich nach einem Buch suche,omnt immer, dass es keine Ergebnisse bei dieser Suche gibt. Ich habe es schon deinstalliert und wieder installiert, aber das Problem geht nicht weg es kommt immer wieder. Ich muss ab und zu raus und wieder rein samt es einigermaßen geht. Wenn ich die Filter verwenden möchte, kommt das Problem wieder. Darum nur 2 Sterne. Früher war es um weiten besser als diese Version nach dem Update."
122,Hi I've been using this app for very long time and they shut me out of my other account I made and I'm back with my old account and I don't like it I'm giving it a one-star because it's gotten bad over the years
123,I only rate it one start because you took my comfort book Ace off wattpad for no reason I'm having sm mental breakdowns coz of uuuyy
124,"𝐈𝐭 𝐢𝐬 𝐧𝐨𝐭 𝐥𝐞𝐭𝐭𝐢𝐧𝐠 𝐦𝐞 𝐥𝐨𝐨𝐤 𝐮𝐩 𝐛𝐨𝐨𝐤𝐬 𝐚𝐭 𝐚𝐥𝐥, 𝐦𝐲 𝐜𝐨𝐮𝐬𝐢𝐧 𝐡𝐚𝐬 𝐢𝐭 𝐭𝐨𝐨 𝐚𝐧𝐝 𝐢𝐟 𝐈 𝐥𝐨𝐨𝐤 𝐮𝐩 𝐭𝐡𝐞 𝐞𝐱𝐚𝐜𝐭 𝐭𝐡𝐢𝐧𝐠 𝐬𝐡𝐞 𝐥𝐨𝐨𝐤𝐞𝐝 𝐮𝐩 𝐢𝐭 𝐰𝐨𝐧'𝐭 𝐜𝐨𝐦𝐞 𝐮𝐩 𝐟𝐨𝐫 𝐦𝐞 𝐛𝐮𝐭 𝐢𝐭 𝐜𝐨𝐦𝐞𝐬 𝐮𝐩 𝐟𝐨𝐫 𝐡𝐞𝐫!!! 𝐈𝐦 𝐦𝐚𝐝 𝐜𝐚𝐮𝐬𝐞 𝐈 𝐜𝐚𝐧'𝐭 𝐫𝐞𝐚𝐝 𝐦𝐲 𝐛𝐨𝐨𝐤𝐬!!!"
125,"For the most part I love this app, but Im really starting to get pissed off by the constant loading problems, and now instead of it just not loading it just sits there with the buffering symbol doing nothing."
126,I love this app🌚🌚
127,"THIS APP IS DISGUSTING first of all it should be shut down because of disgusting romantasizing of the MAFIA, people who end lives and ruined lives, ITS NOT OK! you should shut down your app or delete EVERY Mafia book or whatever people make there. YOU (Wattpad creator or whatever) should delete EVERY Mafia book or just delete the existent of Wattpad! The Mafia is disgusting and shouldn't be romanticized or anything."
128,"I really love this app, but somehow when I try to find a story, it keeps on saying that it doesn't match any stories on this app... I'm kinda disappointed 😕"
129,I have been using this app for so long but now it is not working i tried re loging in but app is not working please fix it its not logging in
130,Amazing
131,Good
132,The app is great but some it doesn't work properly and I can't find my offline stories which I have downloaded plz can Wattpad solve the poblem it's irritating . And can you plz add watched typa settings where I can found my watched history plz... Some of the stories are very hard to find please do something if you can add this feature then it will be easy for everyone.. please please...
133,Best
134,"The app is great, good reads available. Some little malfunctioning but it can be managed by refreshing the app"
135,App is all good but too many ad's! It's disturbs a lot while reading! I would like story related pic's also to be downloaded when I'm downloading that story in offline read
136,Goodd
137,I love the app but the premuim and ads tho..Its normal for apps to have ads sooo ok...
138,"A good app for burgeoning writers. It provides many tools for digitally publishing a story, including media embedding. Message other users directly, read and catalogue their works, and follow their progress. That said, the app has serious flaws. Lately, ads have been preventing the use of my Google keyboard entirely, or just its Swype feature, making leaving inline comments a chore. Good idea for an app, but overall only par execution."
139,may bug po ba? nabubura kasi yung mga chapters na sinulat ko. bawal na bang magsulat ng offline? do something pls
140,honestly it's great but it has many ads and it's annoying.. sometimes there are a few lags or small glitches but overall it's a good app
141,It's the best platform to read books of your interests....
142,Very great app I been trying to find a lot of novel but there no more stock then found dis app its really great
143,Don't like the latest update you can't tell if the story is complete
144,Bestt app everrr ❤️💥
145,This app is great! I've been using this app for 2 years now.... although everytime I would swipe for next chepters from the stories im reading the add pops up everytime it annoys me....but still this is the only app that I find very interesting........ (edit) I take back what i said....
146,Bakit ganon dalawa nalang kung magdadownload ka noon 25 ngayon dalawa nalang kaka sad
147,wow
148,its amazing it realy is the only problem is the ads
149,All stories are now paid making it difficult for readers who does not afford it..
150,The app has stopped working
151,disgusting app any single time kick me out of logging
152,Love this app
153,first of all I would like to say Thanks for this Apps since itong apps nato I gain Knowledge at the same time fun. Bxta I feel na with the help of this apps hindi ako along.
154,I love this app so much but recently I've had a problem. I can't log back into my account so either I can only read or only write and it's really annoying. Pls fix this otherwise I would give it a 5 star but because I can't get back in at the moment it's a 4
155,Great app
156,"This app is great! Great authors, great stories, great everything! However there is this issue going on for me, and it's creating a story, or to be specific, the genre and tag section are not working...at all. The save button does not do anything, it just deletes the whole tags and genre section, same thing, and without those two cooperating, I can't publish a thing, so wattpad, please help me."
157,I had this app in my phone before but I got a new phone downloaded the app and I put in my logging info only for it to keep on saying I cannot connect to wattpad pls what should I do
158,Hey my Wattpad is not working
159,because this app give me happiness
160,✨Stories✨
161,"I've been using this app for quite a while but recently I deleted it and then again downloaded it but, I'm not able to log in again. This is a problem which needs to be fixed. I mean if a person cannot even log in to use the app, what's the point of using it!"
162,I really love this app
163,Very nice
164,I don't know what is wrong but I can't not open at all I have been trying from so long but wattpad just won't open. I uninstall it and installed it agin but still it just won't open. Its says to update it again cause there was some bug in it but it is up to date. You guys really need to fix you problem ASAP.
165,"I've been using this app for about 3 years now. I do not like the new update and what they did with the table of contents. Also when I click on someone who replied to my comment and doesn't show me the comment, it just takes me to the chapter where I placed the comment."
166,"The app is amazing and all BUT you have to remove the expiration thing..I nearly had a heartattack because of it...please remove it...I don't remember my wattpad password and there's no way to change it for me since I'd need my OLD password but how can I change it if I don't remember my OLD password... that's all I want fixed, expiration removed please."
167,i love it..
168,when I updated this app their is only 2 stories available online. what happen?
169,Good
170,I love to read the Wattpad
171,This app has been amazing and all the books and creativity is great and I don't mind the apps and I'm not really here to complain I'm just needing help understanding why when I woke up this morning all my chapters on my book I've been writing are COMPLETELY in the wrong order and when I try to update it it makes me wait 2 minutes and it doesn't even fix the issue. I'm just wanting to know if anyone is struggling with the same thing cause this is really frustrating. Please fix this issue Wattpad
172,I absolutely love wattpad I've been reading on it for years... But there has recently been some issues where when I try to add a book to one of my many reading list only one reading list pops up and it is honestly upsetting because I like my books organized in their own category 😔
173,برنامج رائع جدا
174,👍🏼👍🏼👍🏼👍🏼
175,"Best app, I personally prefer to read on a computer with this but either way its amazing and easy to do with no time limit well writing like ao3 does. And also alot more easier to get an account on unlike ao3 no hate to ao3 tho, I spend most of my time on this app or ao3"
176,I love wattpad 😍
177,التطبيق حلو كتير
178,Nice
179,المرجعية
180,"I love the app, and I have it on my phone and my computer. The app works great! The only thing is that when I update from my computer, it works. Then when I have my phone and use that, all the text is bold, and the app moves really slow."
181,Only 2 offline books is not enough. Wattpad really needs to go back to old ways.
182,"We used to have limitless offline stories, then 25 now you've left us with only two?!!! Bring back the 25 And please restore deleted stories that weren't deleted by the authors ( as a victim of such ) its not right to spend all that effort on a book and have it gone the second you try to write a new chapter Consider this please"
183,Not as good as it used to be
184,My experience is awesome☺️☺️☺️
185,"It wants all of your personal info E.g. : Address, phone, contacts e.t.c"
186,I love this app. It's easy to use and navigate.
187,Great app
188,This app is nice
189,"I really like the app and all the stories it has, its really fun. You can find all book genres. I really recommend it."
190,It's great for reading and I've had a good experience with writing but if I get logged out I can't get back in unless it's on the website and the website takes me to the app when I try and then the app tells me to log in with my username and password but I do both and it doesn't work but my email and password do work.itd be nice if on the app thare was a email option to log in on the app.
191,"I have reached the limit in offline stories, which is not the first time. But suddenly out of nowhere I opened the app and found all my offline stories _except two idk why_ returned to the library which means returned to be online stories. And when I wanna download them again it says 'you reached your limit!' So is the limit now just two stories?"
192,It's 👎
193,Nice app
194,Very nice app
195,Good one
196,"Good app been using it for years but it refuses to open, it'll try and lauch but it just boots me back to my home screen please fix"
197,didn't work for me. don't like it.
198,"The rest is okay, but why is the message glitching whenever I message a fellow Wattpad user? Can you fix it?"
199,"I'm using Wattpad from almost 2 years, it has best novels"
200,Comfort zone my home!!!
201,It's really hard to find appealing books because of the search tool. I wish there was a better way to filter books and find good reads. The comments also glitch sometimes which is irritating.
202,I've been using Wattpad for 2 years now and I love the stories there but recently I am having some problems like: 1. In the offline reading list it says I can only add 2 stories while in my other devices I can still add upto 25 stories. 2. I can't find some stories that I had in my reading list. 3. There are too many ads. I tried uninstalling and reinstalling but this still can't seem to solve the issue... Please try to fix this issue ASAP. Thank you.
203,"This is all is great! But there is one problem. Whenever I save a story to library or download it and exit the app, the next time I open the app the story is not there. This has happened quite a lot of times. I have been able to find some of the stories that I lost but most of the times it's gone."
204,The app is not opening for me from yesterday as it is saying clear the history... I can clear history when i can open the app na .. plz look into it
205,it's disgusting
206,Best sangat baca dekat app ni
207,I don't know what happened but it took a lot of time just to show my library and archive. I also can't download until 25. It takes a long time just to open the app in offline when i definitely saved some stories in.
208,The app is good and i enjoy it very much..the only downfall is that when i try and search a specific title of a story..the ones that showed up are not what i specifically searched for..also the section where it shows 'more like this' there it literally showed the opposite of the likes of the story i was reading.But overall i enjoyed this app i just hope the problems im experiencing can be solved
209,Salamat
210,i can’t open anything‚ there’s always an error. i’ve tried every way i can think to solve the problem but i still can't!!!
211,"This app is great. I would have liked to rate it five stars but there are problem. I can't save the story to read it offline, that is my only problem, I hope you can fix it"
212,"I give 5 start to this app! Since I'm a wattpader, neither a Reader nor Writer. It's a great app! And I'm sure everyone will like it too especially to those likes books!"
213,I love this app because I can read many fictions. But one thing I don't like about the app is very hard to login. Now I'm in that problem too. It's really disappointed
214,So good app
215,love it.
216,Nice c
217,Great app but it keeps saying my internet is off 😭 when it's not off and alot of times I can't login when I deleted to make it work again but other then that it's so easy to find and read stories and to write them is also so easy over all I do love this app ❤️😍
218,A great app for the readers as well for the authors too ..... Giving everyone a chance to experience to be an author in this platform ....even if u write it for passion or anything ...
219,زفتت
220,This is good application...I really like this.most people are like too. And this app is useful to reading or writing
221,Wao i like this apps
222,"Wattpad is now glitching with the notifications, whenever I clicked on a notification of a comment reply, it would bring me to the book chapter where I made my reply, but doesn't open up the comments tab, making me search through hundreds of comments to find mine."
223,"Love reading and writting but the ads are very stupid, most of the time they don't load so I have to close out of the app. They need to fix this because it is very annoying when I'm trying to read and I get an ad and it doesn't load."
224,I'm using this app since 2020 and it's given me the best service
225,Fun
226,I GHOSTED KEVIN JONAS
227,Its getting worse 🙁
228,Bro what is up with Wattpad for the post week it ain't working it keeps saying it has a problem connectong but everything is in its place it's soo annoying
229,Good
230,"I love the app so much but each time I get an ad after reading a story it's just blank and I can't get back to the story so I have to exit out of the app and open it up again. It's annoying, especially when you have to do it constantly."
231,"Its a great app I've been using it for maybe 5 years now? Great book collection can go over forty. Gives you the option to see a paying books preview before buying it. Gives free ability to filter tags (in case you don't like a certain genre like romance or something). You have the ability to edit your acc greatly. There's basically any story you want, its on there!"
232,"This app is amazing! All I can say though, is when your looking for a specific book or an author, it's a tad difficult to locate. There's nothing else wrong with the app except for that tiny detail. Thank you, creators of Wattpad, for creating such an amazing and wonderful app!!! One problem, why does the app say that my time on the app expired? I do not think i paid for anything on the app."
233,I can't log back in into my account and I don't know why
234,Slystudi0s is a white American straight male and puts slurs in every sentence
235,w takim wyadku wdż prosze usunac z polskich szkół
236,Love writing love this app
237,Unlike before now i can't easily publish my own story since i want to try to create my own story and it it loading so long in the original version of this app that's why i install the beta version
238,"I love wattpad, I'm join in 2021."
239,Tf
240,Ao3 is better.
241,Amazing
242,App is lovely. Unfortunately I can no longer write my chapters like before. I try to upload photos and format it a certain way for the story. But no photos pop up or they mess up the entire format. It's a struggle for several writers. Hopefully it gets fixed soon otherwise I might delete the app.
243,i loooovvvvvvvveee this app
244,"I've been using Wattpad for a while and it was really nice and easy to get the hang of. My only problem is the ad at the bottom of the screen on stories. When I'm reading, it's hard to focus because of the ad down at the bottom. I hope you do something about this and not just promote your Wattpad premium more"
245,"The app is overall nice. But, sometimes the app takes so much time to load the library. I have checked the data connection, my other data-using apps work good without buffering, network is strong, yet the app takes eternity to even load the offline books. Edit (i decreased a star rate): the app doesn't load the library, and closes on its own after a minute or so. I tried reopening the app thrice, only to repeat the whole loading and closing cycle."
246,We need After Dark wattpad back
247,"Constantly shoves romance in your face. Can't block all of the tags, nono, that's impossible! We HAVE to have a blocked tag limit or we die! Just get rid of the blocked tag limit already."
248,This app is so amazing 🔥🔥🔥
249,"I have used thus app for over 2 years but I don't know what happened to this app now it didn't even open and keep glitching. This app is my favorite app to reads books . I think there is a bug in the app, hope you try to fix this problem!!!!!"
250,"Yesterday there was still 25 stories in my limited offline stories. Now, THERE WERE TWO REMAIN."
251,I love it It's really good
252,Amazing
253,"Hey, its a great app and honestly am addicted to it and provides lot of free novel options and good reading experience but recently it is taking a lot of time to load when I click on a novel that I like to read even with a good Internet connection. Please fix this app is too slow"
254,"Please make some update that we can recovery our story that already deleted permanent, It made me sad because I accidentally deleted my story and I cant recovery it back...., Pls I'm begging to the developer"
255,The first time I actually started love reading was when I used Wattpad and I love how theirs other fanfiction books of my dreams there! I find Wattpad my comforter because whenever I read a book on Wattpad or read a comment it just brings a smile to my face!
256,It's really gud but I think adds are too much I mean there's no prob but giving adds after every 2 chapters is irritating...it would be gud if u give adds for every 5 chapters rather than 2 !!
257,"Yes! I rated this now 5 star as it finally updated back to 25 books, although it's nowhere near as the wattpad in the past where unlimited book is, this is already good enough, so.. gooddddd! I like this very much!"
258,"The app is great. You can read stories for free and even write your own. One suggestion I have is that there could be an option to delete certain notifications, like story updates etc."
259,"Most loved, but I wish wattpad introduces an automatic feature for story publishing. Like what YouTube has for premier scheduling, it will be super awesome to be able to plan a whole book, chapter scheduling routine, not to worry to forget to publish as one promised their wattpad fans, think of this, please, please, please..."
260,I love it.🖤
261,Aaaaaaaaaaah
262,"It's okey I find happiness while using this app, and also I can say that it's a stress reliever for me who's addicted to this app."
263,Just reading without interrupting what can be better
264,"The best app ever 😁 I've been catching up with the updates & sometimes I loose interest in continue reading 🤨 too many ads and I just hate that.... ""PUNISHED BY HIS LOVE"" is the main novel I am giving 5 stars here. I hope the author update the story on a daily basis 🤣😂 am dying with imagination 🙉😁🤣🤣😂"
265,It's just great app
266,"I really love this app, but since this year two profiles of my friends got removed without warning. Also stories that have a mature warning get removed without any notification or explanation why. The next point is that books i have achieved or in my Library got removed without telling me. I had over 400 books in my library and now there are only 200 left. There is no limit on how many books I can have in my library and achieved. An explanation why they got removed would also be nice."
267,It's a good app. I read as many as I want but there going problems in wattapad its not opening. Please fix it.
268,"I really enjoy using this app. I use it everyday and I've only found one problem with it. Sometimes when I go to write, the app will keep crashing. It's not frequently or even once a week, but it does happen. That is the only problem. Love the app and I really recommend it to people who are reader and/or writers!"
269,I LOVE this app I made so many friends and theyvare the best also live the stories in this I mostly read dnf (dreamNotFound) it's gay💅✨ I love this app so much and if you like reading gay stuff straight stuff or wierd stuff you sound download this :))
270,SO MUCH FUN
271,"I have been using this app since 2017(probably longer)! Great app! However recently Wattpad has been getting rid of books that have been labeled mature and it sucks because alot of my most favorite books are rated mature. Secondly not only is there a limit on how many library folders you can make there's no way to make them more organized to any specific detail. Ex. You can't stick a folder inside a folder, etc."
272,"A great app to write stories but doesn't care about its users or actully fixes issues in updates like it says. If your trying to write a whole part at 1 time or need to look something up especially if you don't plan out ideas make sure its saved first by going back to the ""parts"" page or the app might crash with you and you loose the whole part, it's happened to me several times now even after updates when I was almost finished with parts to my stories, I lost over 2800 worth of words in my work"
273,Read more
274,so good
275,Pls let me download
276,"I love writing on this application, but can you please make the private feature returned? Cause there's no that features, my story got plagiarism by other and turn out lots of another users's stories got plagiarism. Also please make a feature that our story what we've been published couldn't copied when ppl read it on browser or other action to minimize the plagiarize act. Also can you add font style for the story, sometimes it really boring with that font. Thank you"
