,content
236,"Your POS app keeps crashing after I de-registered a bunch of devices and re-registered my phone. Your app is so unusable at this point that I am using my phone's browser to watch my show. Your developers should be ashamed. Edit: As of around 7 PM, I can no longer use my browser to watch your content. Your service is completely inaccessible on my phone now. My subscription is going to be canceled if this isn't fixed by tomorrow."
237,Why cant i rent anything on the app anymore why do i have to go on a browser to rent then it doesnt even work
238,Your app sucks. 1 day it works fine. The next it won't stop buffering or load anything at all. Please fix this.
239,I'm amazed about this app
240,I like the movie's & series they show. Awesome Amazon prime video 🍿👍
241,Horrible. The app logged me into an account I do not use. I could not log out in order to log into the account I actually watch Prime Video with all the time. There was nowhere in the settings to switch to a different account. There was nowhere to find help.
242,The videos seems glitchy. Audio works perfect but video is not smooth. S23 plus
243,"It would be a 5, but I'm really tired of ads before every show I select. And what is with this freevee? Lots of shows that used to be included with prime are now there with ads. And lots of things with no other option to watch, except on there with ads. Plus, to add insult to injury, they won't even let you uninstall the app from fire tv! Don't you realize we dumped cable and use a fire stick to get away from the ads?"
244,Thank you
245,Amazing quality
246,"Fast, sleek good!"
247,"A couple of Algorythmic fixes and this would be perfect. 1) A) 'Next up' should adopt pre-existing viewing conditions. B) Preload the next episode start within 10 seconds of the Running of the credits. Show me a producer who doesn't own a computer, or hire a geek; and, I will show you an out of work directors assistant. 2) 'Skip Intro' and 'Skip Recap' is -Mandatory customer option- for every episode after the pilot. I'm just sayin' Just ask the directors assistants."
248,"Can't. Being able to walk around with prime tv in hand and watch when, where and how is mind blowing 🤯"
249,Nice
250,app wont stop reinstalling its self on my phone. a long with facebood app manager and installer.
251,Waste of time downloading this app
252,Go to hell
253,It doesn't work properly.
254,Meh.
255,"Too many rent or buy options on top of paying a monthly fee. I can rent/buy better and newer movies on the Redbox app without paying a monthly fee. Other than that, it has is qualities."
256,"Shares personal info, third parties, privacy please."
257,Looting money from us
258,"Please guys, improve the interface of the app!"
259,Awesome
260,Nice movie collection
261,"hard to navigate to find new movies and series. other than that, perfect"
262,The only reason I'm changing the rating down to a 3 is because a lot of movies i wanna watch even if I wanna pay for it I can't get it when I called up I get all kind of excuses for why it's not working out but never with a solution
263,Excellent
264,Good for timepass.
265,Sabnamkhatun
266,"Unfortunately I have to rewrite teh review, Picture in picture has issue with this app and it doesn't work for. Oneplus 7T I have tried multiple things to make if work but no fix is available. I hope they fix this issue and also the unscreen brightness and all the good movies should be paid for."
267,"Bad app experience. Video starts at a very low streaming quality and continues playing with the same in spite of high speed Internet connectivity. After playing for a while, video starts and continues to stutter unless there's a touch input on the screen."
268,Not streaming
269,Exllent
270,Most movies rent rent rent Waste of money
271,Good app
272,Good
273,Amazon is amazing
274,Amazon paid boost & sprint to force it on us!
275,"Options for movies are pretty good, but I wish the way you search was a little easier, I had it figured out and now they changed the format."
276,Best of the best.
277,Very bad experience
278,The inside subscriptions and the rent features are the worst. Will leave as soon as someone comes up with the next available alternative.
279,Would be better if we were Able to download to Playstation Harddrive for offline use
280,just for sign up so hard. uninstall then
281,"The layout is terrible. One day, you're watching a decent series, and the next day, you have to pay to continue watching it. Brightness levels could also use improvement. Would've given 3 stars but I'm pretty irritated about being 5 episodes into a series then boom 1.99-2.99 per episode"
282,Good
283,Very nice 👍
284,Best
285,Good
286,Wonderful!!!!
287,Most of the good movies linked to another subscription
288,Wow
289,All best movies are on rent
290,It is a highly confidential app. It takes so many different kinds of problems in sing in options. That whenever you want to sign in this app and whenever you forgot your password. Then at that time this app is behave like you are a criminal and your crimes can never be forgotten. It takes so much problem and efforts to create a new password . So I request please please please make this situation simple ....... Or otherwise change its name for PRIME VIDEO TO A GARBAGE VIDEO
291,All good movies on rent after giving them rs 1500
292,I enjoy using prime video app on my phone i can watch it anywhere
293,Amazon Prime Video Quality Sucks.. Netflix Rocks ..advise to download Netflix..
294,Hate the concept of prime creators that they hv so many channels lying under the Amazon name n we hv to tk separate subscription for each channel which is truly absurd and fully unsatisfied.
295,Voice quality ia very low
296,Lnt
297,Couldn't love the variety of Amazon Prime Video anymore than I already do!!
298,Mostly good a little slope Lane at times.
299,It's better than ever before Thanks! I rate this 5 Stars.
300,Hate it
301,"All the popular movies needs some additional subscription or rent ,then what's the point of having prime subscription"
302,"Paathaa keanna koodhi maari theriyudha..., kaasa vaangitu unga vilambarama poodreenga 😡"
303,Better than Netflix imo.
304,"Features are boring, keys and navigation is not for this century"
305,It's amazing app full of entertainment
306,Good
307,👍
308,I hate rent
309,"Great app, like the fact you can also add other services and watch some stuff free with ads. Like all the major players the offerings are quite diluted as they battle for market dominance, but it's to be expected with so many available services. My biggest gripe however is the fact that it's near useless abroad, and even the meagre pickings are not clearly offered. Netflix is a lot better when travelling. Overall though, Amazon is a game changer and worth the purchase."
310,i dont want your app. stop holding me hostage with your constant bs about how much better it would be for me. the extra benefits you claim i will get by downloading is pure rubbish. beat it with your incesent pop ups. you guys suck rocks.
311,Sir dard hai app no simple login
312,Good content...
313,It is good for those who watch lot of Indian movies. But Amazon prime in website has no resolution settings. You can not adjust resolutiaon on website. You don't have multiple divice output option on app 😕.
314,Mast
315,I love it
316,Very good..
317,Love the download watch later feature Love the sci fi selection
318,Nice app
319,Super varied entertainment
320,Ibomma is best
321,"Seems most of the shows and movies that are worth watching u have to pay extra for. To pay to watch those shows isn't easy anymore and you can't do it in the app making it more difficult. Other streaming services don't ask you to pay more for the content they advertise. I just started watching a new series that was free, five episodes in and now I have to pay to watch the rest. Thought I was already paying to use the service?"
322,Casting is too poor One should be able to cast downloaded contents without data service.
323,Very convenient
324,App is amazing and relaxing
325,Good I like
326,Too many waste of time how are you what day is it yeah you shouldn't Happy's to showing I have a hard time finding the movies and not I want I go to select and it says that I can suggest a bumble bumble
327,"App Immediately Crashes on my Tab 8+ The app works fine on my phone, but I can't run the app on my tablet. It crashes as soon as I open it. Please fix this, and I will change this review"
328,Price is so high
329,i love it
330,Panchayat season 2 bring fast
331,Wow wonderful app
332,Super Update.
333,Yyy
334,"Wrong language in trailers. The trailers have started to have dubbed Italian even though I am not in Italy, never have been and my account country has always been Denmark and the language has always been set to English. Why it has suddenly started with the Italian I don't know. Through a Google search it seems that this has happened to other users before. Though that seems to have been a few years ago. PLEASE fix it. I can't even change the language from Italian on the trailer to the original."
335,I am never able to play downloaded videos in offline mode.
336,Ye c gu vyuug
337,Nic
338,"Used to be great, but fnow orcing me to go through cookie setting every time I open the app is making me want to cancel my subscription"
339,Half the videos dont work
340,Very pathetic video playing experience in download and streaming alike. Video is too dim and dark at max brightness very very painful to watch video. No adjustment of brightness in player section. I am very disappointed with the streaming giant.
341,Not much content in the middle east region
342,Great app. Works perfectly
343,"The movie and series catalog is good, but the app itself has significant design flaws. It lacks picture-in-picture functionality and often fails to remember my last watched position on certain devices, necessitating a repetitive search for the episode and time. The share screen button is non-functional unless I open the app on my TV first. Discovering worthwhile series is challenging; occasionally, I only stumble upon great content when resorting to Google search. IMDb feature is great."
344,Okay this was my first time buying a subscription on this app and all the good movies need a second subscription?? Like we are already paying! All the Harry Potter Movies need to be rented to watch I'm not getting a subscription on this app again
345,"O. GG I will try it on Monday morning 🌄 🙂 🙃 😴 😊 and then you WILL. ,ZXXXXŹŹXXXXZZXXZ"
346,Casting won't work
347,"Amazon is king ""bezoz.s for galactic emperor!!!"
348,Its stuck at solve the puzzle no matter how many times i solve it
349,"Bakwasssi just spend my 1 hour to create a new account. For verification i waste half an hour then, show that my password was wrong, then something is wrong. What the hell"
350,Content is so good but few days ago video quality is down
351,Exceptional
352,Nice aps
353,Facing issue while signing in. Such an irritating and useless app.
354,Good
355,Mere pass pesa ni he free me do please
356,"Don't download this app. It is utter waste. After paying for one month, they again ask for subscriptions for some movies. Netflix is better than this. We can't watch all the unless we pay some more money. What is the use of monthly payment."
357,Why I have to rent the movies when I am paying for that already
358,"Majority of the time anything I watched had to be on my phone because the app wouldn't connect to Chromecast, no trouble with other streaming services, only prime. Adds are annoying and most of the decent content had to be purchased after the monthly cost. No thanks. Money hungry company with low quality service"
359,Worst app ever. Don't deserve even single star.
360,Bad
361,Some series and their seasons are not showing neatly the video is currently not available it's the reason and why should it be Like supernatural season 13 isn't showing! Do something if u can!
362,Good
363,King of Sony liv
364,Beautiful
365,Cool
366,Price high
367,From some days video is not playing only audio is playing.. For these we pay our valuable money to you.. Dissatisfied
368,Very nice day and time of luck for your help with your family and friends and time again later u sir and Madam is a great day
369,Best experience!!
370,Nice app but some more hindi movies wanted
371,"There's some problem with this app. Suddenly the video stops and only audio goes on and then complete blackout on the screen and then it just doesn't work, no matter how much I wait or restart the app. This effects other apps on my phone too and it doesn't get better unless I restart my phone. What's wrong? I hope you fix it soon."
372,Its so good
373,Bakvas
374,All the movies are now being rented How shall we pay this We pay for prime and then we pay again to watch movies which were released 10 yes ago..
375,Everything on rent then what the point of subscription?
376,Ye bahut ghatiya aap ho chuka ange subscription Bechte hai fir latest movie ke lie rent mangte hai rent me to Google movie me bhi dekh sakte hai jab bhi koi new movie ati to uski purani movie ka rent mangte hai .. dosto iski rating girani hogi tab kuch akal aygi inko...
377,Incredible
378,"Do not buy this membership, it only has content for telagu, mallyalam, Tamil only. There is no content for Hindi or other languages. Latest good English content is on the rent basis. So not worth buying this service."
379,Complicatet
380,"Cannot sign in, already try 21 times, too many procedure, also waiting OTP toooo long , so shame"
381,You have to open the website in order to pay for anything?! Not even on the Amazon app not there actual website?!? Who thought that was a good idea 🤷🏼‍♂️
382,"You cannot make a user a default on the TV the only options to edit the profile are to change the name and image, lock it or remove it. It's so time-consuming & annoying to have to go in and change the user every time I go to prime video."
383,Very bad🙏
384,Superb
385,Nice you can use 😉 👍
386,Won't stay open... Can't use at all
387,Excellent experience
388,Worst app. Every movie has to be rented or subscribed these days. Then why do they have an annual fee? And how dare they say my movie rental will expire in 30 days?
389,App works well.No mess up. Very reliable.
390,"Delete all porn movies from the platform, you people are making users mind dull"
391,Nice
392,"Difficult log in, unclear instruction. Bad app"
393,Just what I needed 😁
394,App and all is fine but.....WHY ARE THERE PAYED MOVIES IF I HAVE PRIME SUB 🤔
395,Worst app i ever seen waste of time
396,Exceptional
397,No job available
398,Y4
399,Choppy video playback. Checked connection. No other streaming service has this issue
