,content
152,Very very nice aap all product original 👍👌👌
153,Everything is fine but some products are very smart
154,I just love purple & excited about gift
155,Good And affordable High Brand I Love purple 💜 App
156,This is worst app... I ordered something but it's not come yet...🤬🤬🤬🤬
157,Very fast delivery good product 👌
158,Nice 👍
159,The perfectly meckap & Beutie face washe's 👄💅🤳💄
160,Good
161,👌🏻👌🏻👌🏻👌🏻
162,Good app
163,Worst app ever. Deserves 0 stars. Kept on giving dates on dates. Worst delivery
164,Osm application go for it guys But ismai koi v saman Lena hoga to account mai balance rakhye ga q ki online kat jata hai paisa case on delivery ka option nahi hai
165,Good
166,Worst app and worst delivery...
167,Dilivery is very fast nd product is too good delivery boy so nice
168,Awesome 👍
169,Thanks for ramsha didi
170,It's products good & many offers & discount available on it . ☺ I'm prsonally very happy & satisfied ☺
171,Good service
172,"Unfortunately, soo called this international beauty app couldn't deliver their product...which made me to cancel the order forcebly....worst experience with this app...never ever recommend to any one...I would have given 0 rating to its service"
173,Best experience with purple 💜. I had ordered too many times from purple everything is packed in a good manner with good quality of products and delivery is always on time that's good thing
174,Yeh bahut galat hmesa mera face wash ka order leta aur phir out of stock kr k cancel kar deta aur paise v sahi se refund nahi hota yeh baar baar aisa hi hota yeh last time mae purple se kuch order kar rahi mae aj hi uninstall kar rahi bahut hi karab app hai isse aacha nykka hai
175,Good
176,Worst experience ever they said about Elite membership getting free product on every order and they are charging the free product amount
177,Easy to busy best brands and package is nice happy shopping
178,Excellent experience High range product getting some discount it's really good thank you 😄
179,Good
180,Jo log v online payment kar rahi ho be careful.. a log paisa kha lete aur proud v nhi deta hain .. main 6 th Jun ko kuch product oder kiya tha paisa cut karne k baad v cod dekha raha tha jab main complain Kara koi response nhi aya mail k upar main mail Kara tha with screenshot jab response kara bolraha hain refund ho chuka hain bank main contact karo aap aur bank main jab baad kara koi refund nhi hain aisa ghatiya hai a log ek number ka chor hain a log . Kuch time k baad dukhugi a review dete h
181,Very good app
182,Good
183,It has never disappointed me am very happy with this app
184,Very nice! Product quality is the priority!
185,Good product not expensive
186,Nice experience
187,Very bad
188,"In one sentence, I love love love love this app 🎈❤"
189,Good app
190,Accha he par mahega he market se
191,"""[*FRAUD APP*]"" is my first time ordered from purple app blue heaven eye compact,good vibes concealer,10 brush set and Nayak lipstick. Eye compact are broken and 4 brush are missing lipstick is used and concealer is empty or I return request with image multiple times and send multiple emails, calls to customer service but my refund can't be approved this FRAUDAPP 100% of my money wasted all my money was eaten up Please do not buy any thing for this app this app Please suggest how i get money"
192,🎉🎉
193,Excellent app for our needs.
194,Worst return policy..
195,They have very reliable company's product. Which gives wonderful results. This is my honest review.
196,Great experience
197,Very gud product
198,Good
199,Purpplle deliver my product on time....and i ammin love with their Good Vibes stuff 😍
200,Worst app ever there is no return policy..😡
201,Good app
202,All good but not packaging!
203,Packing good
204,It's very good....
205,bad experience😞
206,Good delivery & all product's are very good
207,Very nice
208,Nice
209,Good
210,💯👌👌👌👍
211,Loved it❤️
212,Good
213,I don't like u purplle...urs products quality not good I'm angry 😡
214,Good experience
215,One of the worst app. Poor delivery service Poor service Use other online shopping apps
216,Perfect
217,Very nice product and also timing 🙂 #happy customer 🤗
218,Osum app
219,Delivery always on time and great packaging.my experience with purple from many years is so good.
220,Super
221,"I'm not being able to write the address the app it's not working I want to buy something but I can't, I'm not being able to sign up"
222,"Experience is excellent but I disappointed with free gift,it's to small"
223,So disappointed....... After being an elite plus member..... I still have to pay the shipping fees!!!!!!!!! What the hell is wrong with this app?? Never happened before this is so not don't Purple...... Such bad services! I was so happy with this app... Used to be my fav.... But not anymore.... Kindly solve this problem.
224,Very very bad
225,Delivery ontime
226,Unlimited products go for it
227,Good
228,I placed an extra item with my first order by mistake... There was no option for cancellation for one... So I've to cancel my whole cart... Nd there was an offer if I order over 648 I'll get a free gift...Oky... But on the next time when I tried to order the same things... They showed I've to order products over 800 for that free gift... Though it was my first order as I cancelled the previous one...
229,"The best app, the best products, the best affordable price and the best delivery time. Having a great experience with purplle app. Keep it up"
230,Very fast delivery... thankyou purplle.
231,Very bad
232,Nice
233,Very good
234,Very bad experience
235,Good product and delevery man is also good in behaviour ☺️
236,Affordable product..good quality
237,Good
238,Good
239,Must ghatiya app jo v log online payment Kar rahi ho be careful payment cut hone k baad v order placed nhi hota hain hain cod dekhta hain . 6 th Jun lo mera paisa cut kar liya hai likin abhi tak Paisa refund nhi mila hai mail k upar mail k baad v response nhi aata hain. Fir jab response karta hain Tab bolta Hain bank main contact kijiye. Mail main v prblm share Kara hu with screenshot fir koi response nhi aya aap log deal miss ho jayega offer hain a sab mail karte Hain
240,Very helpful
241,"Very baad sarvies mai order ki or mistek se kuch or v order hogya tha baad mai, mai cancelled kr rhe the ni hua order aaya to mai bole cancelled kare ko delivered boy ko to bolta h jb ni lena h to order q ki kya ye tk h es trah batmiji krna eska response koun lega"
242,It is very good app
243,The best app ever...packging and product quality is superb here..Also it delivers their products before time..It's better than Amazon..Excellent service👌💓💖 I'll give 11/10
244,I am sorry to say that your delivery boy behavior is very disgusting
245,😊
246,"Dont use this app. Very pathetic. Don't rob from people.I have requested for a refund that some of the product were missing. I have raised return request 3 times adding picture. Every time they have rejected. And I had made calls. They say, it is shipped properly from ware house but I received wrong product. Then why am I at fault and loss ? I lost 5250 ruppes. I m very disappointed. They are kind of theifs."
247,Good offers....and reasonable price
248,After many attempt app is not adding my address details... always showing add new address... I am not able to place orders because of this issue
249,Bohot jhuti hai yr ye saara 99 ka to kuch b nhi h yaha👎😒
250,Osm experience
251,Most pathetic app
252,Good in everything
253,Nice aap
254,"I have downloaded and installed app. Added products to Cart and when trying to checkout, I am not able to save my address. Many a times I tried...too pathetic app"
255,It's a good skin care shopping plotform I really love it but there are few problems. Not many option. If you find a cheap product you can't buy a single piece hv to buy 2-3 of it thats makes no sense. Tracking is also not good to go.
256,Good 👍
257,Very bad app ever mene elite membership le rakhi he firr bhii 24 hours customer support available nhii he phle bolte the ki Elite members ko 24 hour's ka customer support hota he ab me Elite member hu to bhi available nhii very baf experience with this app disgusting 😡😠
258,Nice product and nice experience with purple 💜
259,Not at all good...... price of the products are not fare after proceed to pay if we choose something like 99 products at the end they adding additional charges better to buy on Amazon and other websites if ders zero rating would like to give that
260,It's return policy too much bad
261,Very nice
262,Nice 👍
263,Awesome
264,Purple is good app with good quality products
265,Nice products I'm so happy
266,"Bikul bekar🤮 hai sab kuchh jhuth hai Pehele sab kuchh Achha Achha bol ker app download kerwate hai fir elite purchase kerne ko bolte hai ki birthday gift milega ,20 din pehle coupon coad bhejte hai fir achhanak delete bhi kr dete hai sab jagah se aur costmercare services bhi bahut bekar hai koi reply hi nhi deta aap mat fasna iss trap mai😫"
267,Good
268,All products are very good nice packing
269,Excellent
270,Fastest delivery 🚚 and awesome packaging and product.... Highly recommending purplle💜💜💜💜💜💜💜💜
271,This app is good I love it 😘
272,"😠No products available..All products are ""out of stock."""
273,Soooooo good let purple it 💜
274,Best app ❤.......... Haa par thoda expensive hai
275,Good
276,Purplle aap is not showing problem
277,I order 10 days ago did not delivery the order and delivery failed but aftet i update the date and complent the coustomer suppourt did not take any actions and i already pay amount i never expect this i literally woried becos i am out of state i waiting for delivery only worst app never update any thing
278,thanks for solving my problem And this is a good app for beauty products 👍
279,"I just love Purplle. Best deals, best discounts and On time delivery. On top of that on time delivery and return of the damaged product as well ( The damaged products are very rare to be received) . All in all, Purplle is the bestest beauty products app that I have used. Keep up the good work team 💖"
280,"Very poor,they send used product,no customer support"
281,My experience is very good. Delivery time is very very fast and good product. I like it 🥰
282,Very nice app
283,Mind blowing offers in purplle. Great. Keep in going. Very use full app.
284,Unable to add address. Repeatedly trying to add in address book and during checkout. Fade up!! Please solve the issue or fixed bug if any.
285,Average product and aap
286,bahut he ghatiya aur bekar offers dete Hain jhutha offers dete Hain is app par mari app par bahut paise loss hue hain
287,❤️❤️❤️❤️❤️
288,Fast delivery in chennai. Good offers and affordable products
289,Good app
290,Good morning
291,Id#36492272. Very pathetic. Don't rob from people. I have requested for a refund that some of the products were missing and they gave only refund for one product and it wasn't fully refunded. They have rejected all other refunds without any reason . They are kind of thiefs. Don't trust the app.. even if I am a Elite member they doesn't concern my issue. So frustrating and I am really sad. I have lost nearly 400 rs now.. don't use this app
292,Happy with 💜
293,My order was about to be delivered yesterday. Now it shows a delay of 3 days. It has already reached my city and was out for delivery. I even emailed and no response. Very bad service
294,Very good app I love purplle
295,Dil khush
296,One body butter is extra on offer but didn't got me
297,It's an amazing app I have used. Like the offers & the shopping experience is also very easy.
298,Ny bae kohl kajal it's not smudge proof... Otherwise service delivery time and app service is good
299,Awesome
300,Nice
301,Good
302,Nice 👍
303,😍😍
304,Good
305,Mera first order the or mujhe abe b parsel receive nhi hua parsel ka last date b khtm ho gyi
306,Good very nice
307,Nice
308,I am face problems to place my order so please fix it now And APP have a lots of bug please fix it 🙏🙏
309,Waste of time they don't even respond for issues
310,I was trying to order one product but I couldn't....since I was not able to add or save my address even after trying more than 20 times. I uninstalled n installed thrice but still I couldn't. Disappointed!
311,happy
312,Payment option is showing error from past two days. How will I order my stuff?
313,Products are okay but I am not happy with Elite membership cuz it is not working as they describe...
314,"I am not able to pay for my order, the app closes itself at the time of payment and it says app has bugs"
315,Gud product available in this app
316,Super
317,Very very late delivery 🤮🤮😡😡
318,It's not placing my orders 💔
319,"Been using this app since 2021, never had an issue before. I love their products and I get all my skincare products from here. But since the latest update, I am unable to place an order. I tried uninstalling and reinstalling but the result is same. Every time I try to check out my order, the app crashes and stops working for a few seconds. Please address this issue as soon as possible."
320,A third grade app. Which doesn't allow you to go to payment page.
321,I can't order products
322,"I hate this app , it has sent me used or scratched products and when i requested for refund they just kept on cancelling it , I need my money back any how ."
323,I can't able order my products it's showing there a bug. But this app is very great this is the first time I am having an issue please check it quickly...
324,Good 👍
325,Amazing app fast delivery 🚚
326,Good quality and fast delivery
327,So quick delivery...I just love the product quality ☺️
328,Loved the app
329,I'm utterly disappointed with this app as soon as I clicked on the proceed to pay option the next interface was not opening
330,Super
331,They are really good. They delivered my order before my scheduled time
332,Worst experience it's not booked any items in cart
333,Because of I want cashon
334,"I has ordered some products from purple for the fisrt time, following i had to face many obstacles like late delivery date, unable to reach at delivery location and so on... But i got their customer support and they handled it very well.. Thank you"
335,Used only once but till now greate xperinece. All pdt info are clearly given with pdt reviews. Tat helps purchase decision.
336,Most chutiya app ever found keeps on stopping can't even place an order
337,Nothing at just starting from 99/-
338,Worst app
339,Purple app is not working why
340,Why the app is not working?? It is showing something went wrong error even before logging in. App is not even opening.
341,Please give a option for cash on delivery in this app
342,Bhuhat hi acha hai
343,I cant open this app
344,Why is my app not opening? What's wrong?
345,Very bad policy of this app.. I always received damaged and used product and they can't return and refund money back. Very bad experience
346,It's the worst app I have ever used it's also not opening when ever I open the app it's written something went wrong again and again
347,Yea aap open nahi ho rahi hai kya huya aap ko??
348,Why app is not responding....it show app opening error mssg...
349,Ok
350,Very bad
351,Very badd... I can't track my order.. Estimated delivery on today..... Bt the app is crashed... I want it today itself... You are not responding to my calls... Emails etc.
352,I order certain stuffs from this app yesterday and... paid all the amount in online only ..today I'm checking this app...it..isn't opening and...it is showing that... something went wrong...or retry...why thiss???? What about my products which I ordered??? What happened to them...pls look..out🙏🏻
353,Worst app......my product is not delivered and no one call and not getting any help from purplle side .....and no. Number provided by your side and I search Google the. I find the no. Then call but no one cancel my product or no one said that when the product delivered.....and from my side no cancellation option. And product continue show in transit so I won't cancel the product ....
354,"Hy purple,it's really sad to say that purple app in my device isn't working. I am trying to open it from morning but it's showing something went wrong or its just not opening .That's really disappointing. I request you to please solve this problem. It will be so nice of you. Thank you 💜"
355,"Can't able to login the app ,it always shows something went wrong try again"
356,"Have ordered a few products, I missed taking the delivery however am trying to have the items redelivered it doesn't allow me at all. Been trying since past. 3 days Horrible experience for a first timer."
357,Open not opening
358,This app is pretty good 👍🏻
359,Great app
360,I purchased elite premium and now I am not able to open the app it's showing problem don't do this type of thing with me
361,Purple app does not work this app was not working this is not open it can u plz help me I want a some product buying but I can't buy what is the issue this app
362,This app is very very good app and products is good
363,Sbha 8.30sw try kr rhe ho application 4 baar download kre koi response hi nhe h download krne k baad khul hi nhe h application
364,Utterly Disappointed 😠😡 I was initially a regular customer of purple. But I had worse experiences consistently in last two to three orders. 1. There's no fixed delivery date. Everday your delivery date will change. This makes this site unreliable. 2. It's almost next to impossible to talk to any agent to solve your grivances as they don't reply properly in time or you can't reach them over the phone call. Once I get my delivery this time..never going to order again from this site.
365,Good
366,"App is showing to retry, but it is not working i have placed my order but i cant track due to this problem, i am afraid that my order will be canceled and i dont get refund. It is my first experience i am. Using this and i dont want any worse experience"
367,This app is not working properly facing issue all the time. While scrolling its get hang
368,App is not working
369,Osm
370,My order was not ship instead this apps block me... Very bad customer service
371,Nice
372,App doesn't work since morning..
373,"Wasted , i can't open this app , anything i have some problem"
374,Not working
375,My app is not even opening it shows something went wrong !
376,Why is my purplle application not working 😭😭😭😭why
377,I have not received the item I ordered yet. I don't like this app. Please don't use this app.
378,Nice products
379,Good
380,"I am really very impressed & happy with the quality of the products sold by purple. The offers & discounts that we have on every purchase regardless of any day. People who love getting products on discounts + with the good quality, Will definitely love shopping here! Really Recommended! Happy Shopping:)"
381,This app does not working now and our product doesn't come 😠
382,Very good
383,Till date it was working fine and after ordering products from the app now it is not even opening and can't even able to track products. Please fix it.
384,app is not opening
385,The app is not opening???
386,not working
387,awesome
388,I am using these app for 1 year l am not facing these problem but now the app is not opening and I have tried many things to open these app and my products are on the way which l have order last night Pls reply me
389,Open nhi ho raha hai jaldi
390,"It just doesn't open I tried to update, I uninstalled and installed it doesn't open, something went wrong?? Nothing went wrong!!!"
391,Good
392,"1)In many affordable products it's mandatory to buy the 2 products, let me tell u if u r trying it for the first time why u have to purchase 2 waste of money. 2)There are some products where it can't be delivered to your pincode. 3) During the sale website is not working properly. 4)The application is also not working properly during sales it strucks a lot. 5)Nykaa delivers faster than purplle. If you want 2 choose b/w nykaa and purplle go for nykaa it's far better than purplle."
393,Very good
394,"Not so good, i ordered a product and it came so late and when i enquired about it on the customer care the response was some vague answers. I'm so disappointed 💔."
395,Today I opened purple and it said that something went wrong try after some time and after some time I opened it and it isn't working.
396,The app doesn't even open. How do I purchase anything?!
397,they scammed me i ordered a lipstick and it had just the outer thing no lipstick material inside it and now the app is not working just crashing continuously wow
398,😊😊
399,Just go for it 😉
