,content
73,This is basically a scam. They will entice you to sign up for a monthly subscription while claiming it is bundled with other services such as nebula. As soon as u register they will remove access to bundled services and u have to deal with their ATTROCIOUS customer service. I'm so disappointed that so many creators I respected have switched to this platform. Stay away from this shady company
74,Good content but too many playback issues.
75,"Please fix your app or delete it !!! Same as others, frozens & crashes. Also i wish there was a PC Windows app as well, why there isnt one? Also try pls to add Ancient Aliens series... Thank you, for the reply. I 'm using it on web browser on PC, works better but sadly you guys don't have a Microsoft program/app... why? Also no subtitles for other languages but we pay for it lol."
76,"I love this app; however, I usually watch it in my LG tv. The problem is that, on the LG tv, the My Stuff menu is not there. So if I start a series, I have to hope I remember what it was so I can watch other episodes. I finally figured out that I can see my history on the Android app.. but would be nice just to see it on my LG tv"
77,Good programs but user interface is not optimal and massive bugs when you cast on TV .
78,Poor selection
79,SCAM - NO REFUND
80,"Documentary movies, series. Great selection for educational."
81,"App sucks, when you finally get a video to load it freezes and locks the screen, can't back out, can't stop the video, have to force stop the app if you can get into settings, if not you have to shut down your phone, now 3 dollars isn't a lot of money but waste is waste, and that seems all I'm with this subscription is wasting my money. And looking through the comments seems all you doing to fix the problem is by apologizing."
82,"Bought a year's subscription with the promise I'd get access to Nebula, ended up with only a subscription to Curiosity with less than average content. Would not recommend"
83,"The content is excellent but I'm here to rate the integration with the Google Chromecast with Google TV. The app for that device freezes often and the search does not work. I found the only way to get episodes that I specifically want to search for is to use this Android app and put them on my watch list, then wait for them to appear on the watch list on the app on my Chromecast. The app for the Google Chromecast is in serious need of fixing. I also cannot cast to it directly from Android."
84,"I love and support Curiosity Stream. The pricing is good, the content is good. The app, however, needs some more love. The videos stop randomly and will only continue briefly after force closing the app and deleting the cache. Plenty of storage and memory on the device left. The lack of automatically going to the next episode is a strange omission, since it's so obvious that you'd think it's deliberately omitted."
85,Needs better support for larger format devices such as tablets.
86,"Great content on curiosity stream , lots of variety at a good price and everything so far seems of a hood quality. The app is a little slow to get going but once it foes it works fine , could probably just do with a few missing features but all in all great value."
87,"The content itself is very solid with good variety. That being said the app interface extremely complicated, it takes a long time to load content (and yes, I have very good wifi- all my other streaming services work perfectly), and episodes tend to stop randomly. I don't think it's a worth it purchase at this point, but definitely has the potential to be."
88,"NEW SHOWS ADDED EVERY WEEK IS A LIE! Ive subscribed for a year (my mistake), and what ive observed is NO NEW show is being added every week! Its a deception, a lie! They only add at most is 1 show about every 3-6 months. And previously they say ""thousand videos"". Where is it?? Look at their app and you would see about only 50+ videos. Unsubscribed after a year."
89,put account settings and billing in app
90,Excellent content but the app does not work well
91,Like the content but can't cast to tv
92,Solo falta que esté en español
93,"Seemed good but not, you have to subscribe to a plan"
94,"Continuous crashing on samsung tab smt520, app not formatted for tablet display forcing listings in portrait mode, having to flip tablet to see listings in portrait and video in landscape. Listing are confusing opening a specific selection in the main screen will result in a new screen with the selected video in addition with other unrelated videos. it just doesn't make any sense. I am very disappointed with the experience and will not renew the subscription again."
95,No response from help desk
96,"I really love the service, but this app is pretty much garbage. I just had a problem renewing my subscription, and the app has no options to manage your plan or your account at all. You can only delete your account. The only solution you have is to go to your computer and log in through a web browser to manage your account. What's the point of having a mobile app then?"
97,Hi i hope you can add malay subtitle.. tq so much
98,Does what it says and had so much interesting content
99,never used the app but the channel is great
100,"Hi, it's working now"
101,"There is a bug with Chromecast. After the first video ends, the next one you want to play gets played on the phone instead of the chromecast. Even though chromecast shows the curiosity stream background image."
102,Fills in time slots...
103,"I like the platform very much. But the app freezes the video all the time. It is frustrating. I can deal with the lack of features, but please atleast make the video run smoothly."
104,"Well as for content is not bad, I bought the lifetime subscription but then I find out is not 4K. Everything is pixelated. I tried calling customer service and they said that I cannot upgrade or changing my service. I give it 3 starts because now I am stuck with a pixelated service but the content is good."
105,My fav!!
106,"I really want to give this app a positive review, but it has sooooo many flaws. It wont remove a show from the currently watching list once done, it does not keep track of your watch history accurately, and recently the queue is broken. I love all the documentaries in one place, however, please spend our subscription money on fixing the app ASAP."
107,Content is awesome! But the app is laggy during play. It takes two seconds to pause video. Please check the performance on Android tablets too.
108,"Good content, however the app is made by morons and is basically unusable!!!"
109,Have to paid minimum $2.99
110,"The button links below a playing video are labeled with text that is much too small to read. I have a large screen phone, and I can only make out ""Download"". The rest remain a mystery."
111,"I used to love this app when it was free. It sucks that poor people can't have access to educational content that is fact checked. O well I guess it's back to ""reptilians"" and how people with type O blood can't be harmed by them. lol"
112,"Content great, app is very buggy - duration is 2 minutes on everything, can't watch past that point. Please fix this issue as I am unable to use my subscription with the app in its current state."
113,Please kindly fix the very lagging videos. Everything on the platform works so smoothly until the streamed videos. Images are freezed and the sound never matches up the scenes. I love your contents but I cant watch anything on the app.
114,None of your videos are playing. If I click on any video it just shows a photo.
115,"No new videos are added on a regular basis, i think only 1 video per month is added. same videos. They claim its 1000+ videos, but i think it ls more like only 50+ videos."
116,I love this app.
117,I love the content on Curiosity Stream. However you will be in Buffering Hell if you attempt to watch content on the app.
118,Chromecast use is appallingly bad.
119,Lots of content
120,"Firetv app is really buggy. Playback is not very smooth. And also I ones I disable subtitles, video quality selection also getting reset."
121,"Curiosity Stream has some great content but the app is just terrible. The home page is cluttered and just plain looks a mess. Apparently the app is completely unable to track what was watched last and it doesn't play the episodes of a series in order. Instead the app keeps going back to a series that was watched earlier, or to the ""you may also like"" list and auto plays some arbitrary episode that was already watched."
122,"I can't even log in. I press login and it says ""cannot be fetched"""
123,"Terrible experience. I accidentally signed up before I chose my billing or my subscription, but once you do that this way you can't put in your discount code anywhere. So stupid. You just lost an annual customer. That was the subscription I was trying to sign up for."
124,"Great Roku channel, sucky app. The app has told me like eight times that my password is wrong. It's not. I've even reset it and copied and pasted. However, doesn't give me any trouble at home on the Roku channel. Kinda sucks I can't watch on my phone or tablet though"
125,stream can NOT be played while calling on whatsapp. even though i can stream youtube just fine
126,"Lot of interesting content but the app itself is orrendous. You cannot anymore save stuff to the watchlist. The downloads on local are almost impossible to finish, I think I was able to do it once with 15 retries. Please add the possibility to remove stuff from the ""currently watching"" that ended up there by accident. The UX and the UI are generally a nightmare."
127,Keeps closing on my HP Chromebook once a selection is made
128,"The app won't work while on wifi. I don't know why this is happening, but it worn download or stream while I'm connected to my home or work wifi. Avery other app on ym phone works fine but this one. Content seems good, but I can't speak for the app without using up all of my Mobile data."
129,"I like the content, but Chromecast doesn't allow you to change play speed, and there is no native app for my Google TV which is a nuisance"
130,Worst experience so far. These people cannot fix the issue of their own application and charge premiums for their services. Wrote them twice first time I got a response pointing finger towards Google and second time no response. You guys are no better than the scammers we come across on internet. No wonder why your ratings are this low on play store and I should have read the reviews and checked the ratings before downloading the application.
131,"Love the programming, but they need to add the ability to create profiles and they should have a ""continue watching"" section so you can pick up where you left off."
132,Beware of price. In app you pay 21 euro a year for HD option. On website you pay 11 USD for the same option. That is twice the amount!
133,"For Premium subscription charged double I was charged 2 times and they are not reponded for the refund. Dont buy this, if you mistakenly bought you have to loose your money"
134,Keeps logging out in 7 seconds each time :(
135,"All was well for most of first year. Now app crashes, freezes, etc. It's really becoming a pain. I see many other reviews with same comment. Are you gonna fix this CURIOSITY STREAM? Companies die by ignoring their paying customers."
136,"I'm not happy at all. The service took an annual payment from me and I didn't get a receipt, so I knew about that when I saw I have less money on my account. Moreover, I didn't manage to cancel the plan earlier, because after I logged in after several months, it was showing me the ad to upgrade to premium, but at the moment my plan was active. I thought I had already cancelled my subscription earlier and this annual payment was a complete surprise for me. I even can't request a refund! Angry!"
137,"Hello guys just subbed, but i have a question i want to gift this to a person in my family who lives in Africa can you help me with it ?"
138,I cancelled my subscription but was billed for renewal anyway.
139,Really like the app. Are you guys gonna put it on ps5?
140,"Horrid app.. Stopped working with chromecast all together. Extremely glitchy, stops streaming randomly, can't stay connected, and doesn't continue episodes. The app is bad enough app it's not worth purchasing the service, because content doesn't matter if you can never get it to play. If I could give it negative stars I would."
141,"This is really bad. Casting is awful, and queuing is a nightmare. It can't keep track of what you have watched."
142,"Fantastic streaming service, offers exactly what I need and is available on all sorts of platforms. Very respectful with push notifications, most streaming services I have to turn off notifications but this app is very infrequent and gives good notifications when to do have one. Very cheap. Only problem is there's no background steaming, I don't know the logistics behind how that works but being able to see or even hear while you're doing something else on your device would be nice. 5/5"
143,Fix casting
144,"Love the documentaries but lately can't connect. App says we're having a problem connecting to the internet, please try again. Makes the app worthless. I have an excellent internet connection. Guess I'll have to unsubscribe if I can ever connect."
145,"Edit my problem was fixed,, just took a little longer than I wanted but maybe I'm too impatient"
146,Absolutely useless... definitely not worth it because you can search anything what you want you'll get absolutely random videos that has nothing to do with what you're searching for... Viva La YouTube
147,"5 star content but poor app. Controls are annoying most of time. It may take several attempts ro get the app to do what is requested. Over time, it has gotten better but needs work."
148,Most content pre 2017
149,Nice app
150,"I was promised free nebula from a YouTube promo code, when I confirmed my subscription I had no access to nebula... huge waste of my money and I'm disappointed by the lack of commitment to promises"
151,Great content
152,Content wise I'll give 5 out 10 not what I expected. Also there are few good documentaries to our liking. However not the best.. hence decided to cancel. Horrible clients service. I had subscribed to this service last year unchecked the auto renewal box come this year they auto renewed me I called 2 days after when I realized it was auto renewed requesting for refund been denied. I fell like I have been scammed.
153,I'd love to watch the shows I found and would be happy to pay $20 a year for it. The app worked for a week and hasn't launched since. At this point I don't even have a way to cancel my subscription so I'm not paying another $20 next year. So disappointing...
154,"My problem is I am unable to watch videos in it. All I get is error, unable to load video. Try again. I have to use my laptop to watch any content."
155,"Why doesn't casting work? Thoroughly enjoying the content, but occasionally I would like to cast to my TV."
156,"Paying for something that often ""can't connect"" is very frustrating."
157,"The concept is great, there is good content, and I enjoy supporting alternatives to cable media. But the app definitely needs some work."
158,"Love it, I can always find something that interests me"
159,"Just doesn't work. My password wouldn't work so I reset it and it still says ""failed to fetch"" whatever that means. Same happens on the app"
160,"5* Content 2* App. Great Videos but the app itself is so slow, getting to watch the videos takes a lot of time unlike other platforms. Please increase the apps performance so i can jump into the good videos easily."
161,Doesn't allow background or screen off playing. Many people use documentaries to drift off to sleep. Learn your audience.
162,"Not bad onsidering the price, very affordable and accesible via Android smart phone, Android TV and Roku devices. Although I noticed lately that there haven't been new titles lately and I was wondering that it's because I'm only subscribed to the HD package."
163,"Too laggy and clunky, it needs some urgent work to be usable as one might expect."
164,"The app doesnt support for tablet, event already force it using samsung setting its a mess still. Pls fix it"
165,"It's worth the price. And best of all the curiositystream team was helpful when i was looking for support. As for the upgrade, i feel like the app keeps forgetting my watched video timeline length whenever i were to change video resolution. It's very inconvenient and sometimes frustrating."
166,They make is hard to find the subscription cancelation.
167,Love this streaming site!
168,"I really wish there was an option to give Negative Stars. It is a horrible app with very limited contents. Morover, they have virtually no Customer Service available, which is totally not acceptable for a paying customer. I have been trying to reach them and they respond once a month if you are lucky. DO NOT FALL FOR SPONSORED VIDEO ADS regarding Curiosity Stream and Nebula. Bdw, Both of these are kind of sister companies and Scam paid customers together."
169,App is aweful. Almost unusable. Content is still very good for the price on offer. There is some questionable content creeping in but over all there is alot here to like. Just get a new app developer please!
170,Love it
171,Mot entertaining for the Mind and Spirit
172,"Worthless app !!! I have had it two months and the 1st month i wwas only able to watch it on two days. This month was was amazing NOT, the damned thing hasnt loaded once. It requested payment today!!!! Hell no. A shame because i love the content."
173,"Every time I play a New video the video player stops at 1 minute and 59 seconds. I can't watch any video more than that. Please fix it, I want to watch some videos and this is stopping me to consume your content."
174,Flop
175,"Mostly great, please make the app rotate when holding my tablet horizontally. As of now, it does not."
176,"Scientific content without idiots-pretending-to-be-smart content like History, Discovery or NatGeo. That is, no scripted reality shows, no everything is aliens, no dead-end investigative documentaries."
177,"Been using this app for the past two years. Overall very satisfied. However, there can be a lot of improvements. A bit more thought in showcasing content would be much appreciated 👍."
178,Poor
179,"Despite what you'd think after seeing the ads, 95% of this content is on YouTube"
180,Bought this using a half as interesting promo and didn't get nebula :(
181,"The app is amazing! The content is delightful, whatsoever, the server seems instable, I have to reopen the app multiple times because the videos simply stop loading"
182,App is not working on android tv box
183,"Terrible app. Whenever I try to play anything it says ""error loading - try again""."
184,Far too many programs bashing Caucasians for it seems everything! I'm not racist in the slightest. Remember the Japanese wwll? Remember how Mr Amin threw out all Indians from Uganda! Mugabe in Zimbabwe. Go look how the Arabs had slave trade in zanzibar etc. They castrated Africans. Benin begged that the British navy to NOT block Spain Portugal France taking Africans sold by Africans to for labour. Its British navy who ended it! Africans continue to sell Africans dreams in people trafficking !
185,Really useful. Thank you for this app.
186,You got rid of First Man thats why I joined no longer want it if I can't watch that.
187,"I love the documentaries. I have an active suscription. However I am disappointed because the app doesn't work properly. It doesn't remember the exact place where you stop watching the film. And if you turn off Chromecast, the streaming continues in your phone. Finally the app is not accurate about remembering what programs you watched. It's a pity because I lost a lot of time trying to remember my last show seen. Now I have a piece of paper and take some notes but I think that's not the point!!"
188,"I cannot simply watch on my phone. After pressing ""play"" it shows that it is casting and nothing plays. Months ago I had had this problem and today I've tried again with the latest update. Content is great, but I'm not renovating subscription with this problem going on. I'm back. I've contacted the support and after following their instructions (delete the app, restart the phone and install the app) I can now watch on my phone."
189,"All of a sudden the app will only show mobile phone size on my 14"" Chromebook. I use the app because its casts with better quality than through a browser. Need a fix or I will have to cancel - I have had it for 3 years so seen most of the content."
190,"I have loved this subscription service so much for the past year. Recently the app has started telling me that ""there is a problem connecting to Curiosity stream and to check my internet connection, but my connection is just fine with upload speed at around 45 on wifi and it says the same message when I use my phone data. If an update fixes the issue I'll change my review because otherwise I love the shows and the app is easy to use."
191,Was gonna sign up but wanted to see what most are saying about the app. Have you fixed the common issues with the app? I'd hate to waste my money💰
192,"Curiosity steam has very nice content, but the app is problematic. The play button and forward backward buttons are not working properly. There is no way to play the videos."
193,Signed up through a nebula promotion link (TLDR Daily) and never got Nebula. I contacted costumer support and they didn't got back to me. UPDATE issue fixed
194,"After purchasing a subscription on Curiosity Stream's website, upon logging into the app, was confusingly prompted to pay for a second subscription unintentionally. Would really like to see a refund for this."
195,It's alright
196,"I have been refunded and can't be happier , thanks guys , I've only cancelled because I can't afford it, it's well worth the money, just with everything being so expensive ,it doesn't leave any Pennie's for treats unfortunately, but thanks again for my refund ,I totally appreciate it ☺️♥️"
197,Video quality is very bad even when set to 1080p
198,"Doesn't even launch?!? Lenovo Tab M10 FHD Plus on Android V10 I know the subscription is cheap, but... I have send error reports, please look into it ASAP!"
199,No way to cancel subscription from app or web page. Option is missing. Trying to call to cancel. Weak programming. Too bad
200,"Poor app design, difficult to navigate and explore content. The content is mostly dated and subpar, which is a shame really"
201,Would love but unable to handle the subscription. Screen needs to be able to rotate
202,Horrible is all I can say. Just so you can watch it won't do anything unless take your money. Greedy horrible and takers. Sad this is the way our world has become
203,"Getting worse instead of better. Recent app update rendered it unusable on Samsung Galaxy Tab with Android 11. No matter what I try to play it shows ""error playing video, try again""."
204,im wasting my subscription because the app is so frustrating to use. the minimized player only works half of the time and the brightness of the video cant be adjusted and is SO low
205,Please introduce cheaper regional prices for poor underdeveloped countries. I am from a very poor country and people live in poverty and hunger here. I want to watch documentaries.
206,"No matter what I do this thing lags and is blurry and overall the visual is less than stellar. I love the shows just not how they appear. Closed caption is always behind by at least four to five words. I expected better output. It's grainy like it's from my childhood. Irritates my eyes at times. Please fix this we literally use this for homeschool, so I would absolutely appreciate a better experience."
207,"The app does its job well (responsive, beautiful, intuitive) but can only ever be as good as the streaming service it channels, and while there’s a lot of great content available, there's a perplexing shortage of art docs. It's so bad that there isn't an Arts section -- closest you can get is Lifestyles -> Creativity, and even that's polluted by non-art documentaries. Worst of all, the search function isn't very intelligent, so searching ""Art"" brings up docs with the letters ""art"" in the name."
208,"The content is good but this is legitimately the worse streaming app there is. It feels like all of their budget went into marketing and funding shows. It's slow, the UI/UX is unintuitive, it's buggy, and crashes frequently. It also lacks basic features like being able to zoom to fit 21:9 aspect ratio, which sucks because they have content filmed in 21:9. I have a hard time believing any actual UI/UX designer or software engineer worked on this app. If they did, I'm embarrassed for you."
209,Both the app and website are laid out very poorly for video watchers. I haven't yet found a way to view all videos by a creator. I feel like there is so much more to this service I have not seen because the app and website are laid out too poorly to make it easy to search. I definitely will NOT be renewing my subscription. Very disappointed.
210,"Fabulous content, but needs some work. Please, please, please allow the app to lock its screen orientation (ie, portrait or landscape)."
211,Good content. But doesnt detect chromecast tv and no real workaround
212,Customer service for my problem fixed.
213,I love the content but why does it randomly stop casting and start playing the episode from the beginning but on my phone?
214,Love learning new things!
215,"I love science and learning so I think this app is a great idea. However, it's terrible when it comes to buffering. Even with top quality internet. Also, the app is confusing when pausing and playing after rewinding. On my Xbox trying to press play usually starts the video over unless I press up or something. It is not easily remembered. Makes shows unwatchable and is a roadblock towards learning through streaming services. This should be improved upon, literally for the sake of humanity."
216,Best streaming platform i've come across (for documentries) they have (great) documentries on everything and even a couple lectures on physics and science in general
217,Right off the top you gotta work on your app icon guys. It's not even symmetrical after it was downloaded. Make it look more professional if you can.
218,"On Sony tv, worst ever. Sees go away after war ching an episode. No 'continue watching' sectuion. Content good, but accessing through amZon"
219,"Content is cool! Sections are creatively titled however, the UI is terrible and slow. Why is the nebula app so much better than this? Should it not be similar or on par? Doesn't even have a mini player or plays in the background. Please update your UI"
220,"Like others, I appreciate the content but the app is awful. I can only cast one episode before having to restart the app to cast another. On my Samsung TV, the app crashes when you try to search and the browsing is impossible to do."
221,Terrible.
222,Too much expensive subscription.
223,Showing empty list in select a plan view so I cannot sign up
224,"Guys seriously! What the heck is with all the buffering. I have a good enough connection that a few 4K streams will run at the same time from other services. But just trying to watch a regular HD video on curiosity with nothing else using my connection at the same time is a struggle. I'm getting video buffering as often as every 10 seconds. Which is something I have not experienced in over a decade! The content is good, but it's freaking hard to actually get to watch it."
225,Very bad interface.
226,I just want to cast onto my smart TV. So far unable to do so .
227,Disappointing. Really poor app especially with casting and marginal content
228,This is epiccccccc and amazing
229,Still being charged months after cancelling. They take forever to respond to anything regarding my issue. Supposed to be a certain price per year but I am being charged every single month for their full rate.
230,"1st of all I want to experience for a month or so ,so what's ur plan .plz let me know . Informed me about ur trial.im serious about all of this I'm not like other guys who git enjoyed and further on disconnected."
231,"Stole my money! Even though I paid the $20, curiosity stream will not let me watch more than a few minutes of any show before telling me to pay them for the service again! I already paid!"
232,Had curiosity for months. Was okay.
233,"Some interesting content. App seems half finished though. Downloads stall. Can't play anything while downloading. Quality drops noticeably even on 50 megabit connection. I'm not contacting your help email, this doesn't seem specific to me and I'm not doing your debug for you :) hopefully app improves in future 🤞"
234,The screencast option is not working.
235,"Good. Could be better. Specifically, downloads are unacceptablely slow. I can download 4 Netflix movies in less time than a 30 min video."
236,Please how can i stop this app from charging fees from my bank account?
237,"The content is really good, but the Android app is unusable, terrible UX. I won't renew my subscription if it doesn't improve. I'm ok to pay more, but build something usable."
