,content
134,Brings out my creative abilities!
135,"It used to be fun I spent about 50$ a month to purchase items and didn't pay much attention to how much I am spending now until I started going going over the limit I'd set for myself, now I'm spending 100$ or more and on a fixed income I can't do it anymore. I used to play for fun and to relax, now I'm feeling pressured to win and design for wins just so I can play. It's not that fun anymore. It's still the most ost realistic design game and I do like it but since the update it's a play to win"
136,"Terrible downloaded for the sole purpose of relaxing redecor, what I thought it was supposed to be. Did the first part of the tutorial and that was nice. 2nd part of the tutorial CANT EVEN PLAY due to PAYWALL. I just started playing so I have no coins to pay for decor items, and I can't vote (to get coins) because I haven't finished the tutorial. Absolutely absurd. It's supposed to be free. IT'S NOT. Very shady. Promptly Uninstalled. Not worth anyone's time or money."
137,"I was an everyday player for over a year, but then the monthly competition with all the different decor got annoying. It was also obvious to win the monthly competition you had to pay out of your pocket to even get close to winning. I got so obsessed with game, I spent all our money on few was doing it and so there went all our payment and grocery money."
138,Great game
139,"This game isn't like it used to be. It's a money trap. Just read all the other new ratings. You can only do maybe 2 rooms because everything is so expensive to buy. All the good things are locked and are very hard to unlock unless of course you pay. They're losing all their players that have played for years n years due to everything the new owners have done to this game. Also, my game once messed up took my coins and I turned in a ticket for them to fix it. nothing.. Haven't heard anything back"
140,Fun
141,"The change was not for the better!Use to be so much fun, now it's too many tokens for items"
142,Pretty fun if your into games like this like me
143,"It's fun to play, just wish you could get coins easier."
144,"Fun, creative, relaxing, no ads, great graphics."
145,This is one of the worst games available in this store. They're thieves and liars who have rigged the algorithms making it stressful to play. They're money hungry cash grabbing schemes are illegal. They're hostile towards their own player. Customer service is a joke! This isn't a relaxing game no matter how much they push that lie. They don't know their target base and are turning it into a gambling app. All these positive reviews you see are written by them. A truly disgusting company.
146,not fun and confusing
147,"I love this game, but every time I play it glitches and lags after playing it for 10 minutes. And my phone also starts to overheat at the same time as the glitching and lagging. I have the S21 too. I usually would just blame it on my internet connection, or my phone (i recently upgraded after having a Note 8 forever) but it's not the case. It does this no matter what connection I have."
148,"This is my favorite game of all time! I have been playing it for months, using it to unwind."
149,I love this game so much!.. but i recently have a some issue after i updated the redecor..i can't do the vote and can't open to do any design then after 3 days after updated i can do again..And the sometimes when i do the design the game suddenly become hang and stopped then automatic out.. i do again and the same issue happened..it's always happen.. it's spoil my mood. Please fix it
150,"I used to love this game, but it's just awful now. I've done my own experiments to see whether or not the voting system is fair. It isn't."
151,Poor instructions.
152,Don't download!! This was my go to game during the pandemic.i installed it again last night and I hate the update. I have items that I purchased with REAL money before that I can't use now cause it's locked. I have items that uses are up but I cant buy more cause it's for premium users only even tho I used it before.and I have so much locked things now. Bring back the cash and the ability to actually play the game. There is no way I'm going to use my money to pay for the game the way it is now.
153,When I installed the game it was pretty fun to play but after the tutorial I wanted to change my name. I put in an name and it said someone had already took the name but already took my free try and I ended up wasting 400 star tokens just because someone had already tooken the name. There were no clear instructions how to do things and very hard to understand stuff
154,It is a very nice game but when the other items are locked you only have one choice and this has a large negative impact on your design
155,"Sub par. Played it in the beginning,was awesome, now it's about how much you spend."
156,"I recently installed the game because it used to be fun. It isn't anymore because like many others, I had a lot of items unlocked that I already paid for. I would have to unlock them again and this ranking system is very weird. This is a casual game for me and I don't want to have to spend hours a day to be able to enjoy it. Haven't opened it since the first day because it was so frustrating not being able to make the designs look nice. Designing is not fun anymore on this app, just frustrating"
157,"Forget rich, beautiful colors or giving things depth and personality, the whiter and brighter you make it will get you the higher scores."
158,"App deleted. No longer wasting time and money on it. It used to be enjoyable, but now the same designs are reused over and over. The new rank system can never be achieved due to the ridiculous number of wins you need across a season. All the items you purchased at a specific rank are lost of you go down a rank and although you can no longer access the items (certain floorboards, fabrics etc) money spent on them is not returned. It's just full of ads encouraging you to spend more money."
159,Love this
160,Love ❤️
161,Very funn relaxing game Would recomend
162,Best game ever!
163,Love this app very much
164,"It's shocking, first I accidentally put in the wrong age and said I was too young and then I uninstalled it and installed it again and it still said I'm too young:(totally don't reccomend:/"
165,"I love this game. Yes, it has in-app purchases, but it's fun. And yes, I'm a grown woman but it's so much fun!"
166,"whats the point of having coins? cant even redeem them, even if items show a coin price."
167,Fun way to spend your free time....
168,Thank you for your response. 🕊️🤍
169,I love this game! It really relaxes me! So much fun!
170,Allows my creative side to life without spending 💰
171,Love it!!
172,I'm loving this game 😍💜🤩
173,I need help! My whole profile is gone! Everything! I opened the game and it wants me to straf af the newbie level!
174,Love this game ❤️
175,"0 stars. Changed the terms and conditions. I used real money to buy & unlock items. They're now locked again. If I want them I'd have to purchase them again. That is theft! You need real money to advance, but literally everything costs more now too. Negative reviews are deleted on social media. Emails are not answered. All the changes have to do with money, it used to be so fun. I played for almost 2 years. Don't waste ur money. Them replying here is funny, they know what's up. Scamming thieves!"
176,"I love this game. I have been playing for approximately 2 years. But, it has become increasingly expensive to play. Also, you now need a certain amount of wins to keep your level. You pay money for certain items and if you drop a level, you lose the ability to use those items. That's a serious problem for me."
177,Issue is not being handled. Still disappointed. But happy someone finally responded.
178,"So disappointed. I have played this game for years. Got a new phone and installed the game. The app doesn't pick up my login, and I have lost all progress. Needed to start over from scratch...."
179,I love the game but I don't like that you can't vote as many times as you want to cause for poor people that is the only way we can build our money up
180,"Like everyone lately, don't like the rating system. Changing to just coins and limiting voting reduces your chances to play/to win. I miss the way it was before. (Perhaps have a rating system for those who apply & 'just play' for all until we do.) Also, perhaps give away the basics, or make the cost lower than the designer. And the accessories much cheaper than the basics. ATM I am enjoying the Tropical vibe (apt for this moment in the UK), despite my depleted supplies."
181,Perfect
182,Costs to high to continue playing. Not worth it
183,Put it on my new device I just aint tired of it awesome app...
184,"Used to be great but now it's awful. If you don't constantly play you lose everything you've earned. The voting system is crappie if you flick through the results you will see alot of the time the most random, mismatched and poorly designed rooms will come higher up then those who look good and have actually put in effort. You can buy furniture then lose it because your status has dropped due to being unable to play because, you know we've all got lives. I'm leaving its a waste of time and money"
185,"I haven't played the game, but I'm so sick of the LONG, unskippable adverts while playing other games that I came here to give a 1 star review."
186,My favorite songs thing to do awesome app
187,"Why do you have to downgrade our level?! We worked hard for that!!!!! Also, the items have gotten so expensive!!!! I don't win as much anymore which is weird because the less deserving designs win. Is this programmed now instead of real votes???? What are you doing Redecor?? This was the best designing app now it's 🗑️"
188,"This game went from being the best home decor game to being the worst. When I first installed this game on my phone, there were more items unlocked to decorate with. Like most games these days, you had to be patient enough and win additional materials or pay real money for them. I played quite a bit, won and bought a lot. Like 90% of materials were unlocked. Lost all of it after updating the game! Almost everything is locked now. I shouldn't have to repurchase items I've already paid to unlock."
189,"I just want to say, very bad😤..."
190,I love this game
191,"Would be a great app, but majority of the elegant and good looking items are blocked behind pay/subscription, makes it extremely difficult to create winning designs. Major disadvantage for non paying. Otherwise it has great content and design features."
192,Fun
193,"Lower the price of tokens needed to unlock items... I get that you have to make money, especially because there are no ads in this game for the developer to earn a profit off of. But, you guys have thousands of users spending 6 bucks every season plus side packages to purchase additional coins for an item. You show high-level players what is available to them because they won enough challenges to unlock those items, but the wins are in vain because we still have to buy tokens to access the item."
194,"I tried to stay dedicated to this game but everything has been upgraded except the way you vote. Please change the layout of the way we vote, left to right instead of up and down would be better. Most ppl choose the bottom option making voting unfair. If there's changes I'll actually pay to Play this game!"
195,"Igotthisgame at 9 years old, I really liked it and it really in spiredme and I got my phone took up during state testing like everyone then the teacher slammed down the bucket, mine being on the bottom, aftertesting I got it back it was ofc shattered. I wasn't too high on level but I was pretty good. I have finally decided to get back in and try again. I'm not rating the game itself im rating it how it affected me. Other then that it's soon easy to use so many option I just love it!!!"
196,Been playing it for you very exciting game will sharpen your skills. love it!
197,Really so much fun. Great design ideas and also hasn't got ads.
198,"The pop up ""offers"" are too much. Tried to play just now, had to get through 13 pop up windows before I could do anything. Over it. Uninstalling."
199,"The responses to peoples reviews are a joke. We're all saying the same thing but the people running the game don't care, they just want your money. Been playing for MANY years. I've unlocked so much and lost it all when the game changed. It's way more expensive to play now. Unless you have a lot of real money to drop, you ain't getting nowhere in this game. You have to pay like $10-$15 to keep your place on the podium which is stupid. If you do win, you don't win any materials worth a damn."
