,content
51,absolutely garbage. It picks and chooses what it wants to show. I can the contact online on whatsapp but this app would show me the status update. waste of money and its alot of money they charge as well.
52,Apps is not free.🥲
53,I never signed up for lastseen but yet google is charging me for it. Refund my money please and remove me from your accounts
54,Not working anymore. Edit still not working
55,"Be careful with this app they use your credit card # to make small purchases, Amazon, NY, Beaty supplies! Google play is encouraging this illegal act. Ohhh u get service for a couple wks or months even. People please monitor your credit card daily"
56,Useless app
57,Only for paid very bad app
58,Paid
59,Time waste na kryn Ksi kam ki nh weekly 2600 charges hn ....
60,Scam app. I subscribe during free trial period and cancel before the trial period end but I was still charged 5 times subscription fee to my hp bills
61,Sometimes it does not register as it should
62,Do not download because it is paid
63,Putra
64,Scam..
65,"Scam, does not work"
66,trash app
67,Not working
68,Ya chal naho rhi payment bi lya lea h
69,wrost application.1300 rupees were deducted from me even after canceling the subscription.
70,Bad app
71,جامد
72,Not tracking
73,Not working
74,Big Scam
75,"So far, so good. Very accurate and notifies me straight away, no delays like with other apps. Hoping it stays that way. Very impressed Edit- Your app is causing my online status to remain permanent even though I've deleted the app, cancelled my subscription and waited for the cut off date. I've even unistalled whatsapp several times, turned my phone off and on and I still remain online. Can you please fix this"
76,Worst app
77,ok
78,Fake they are just scamming people don't buy this app you will lose your money scammer
79,DO NOT SUBSCRIBE! Unless you want to be charged £50 per month for an average service.
80,It doesn't work .. input the target mobile and waited for 24 hour ...the app cannot track the user when on or off line ...the target is using iphone ..
81,Fake app don't install
82,Nice 👍
83,very bad doesn't work
84,Bhot kharab hai
85,Very poor
86,Not good
87,It doesnt work.
88,Garbage! it does not work. It's fake.
89,Also
90,Fake حوار ومش شغال ولازم تشحن بفلوس ومش هيشتغل بردو
91,Hi now i am New join
92,Worst app I have ever used pay for it and works one day and not for weeks. No one to talk to eaither. Waiste of money more expensive then others aswell disappointed 😞
93,nice app
94,Guys don go by my starts..they forcelfully do it..they just deduct money..as though thy have earned it..first learn to give proper support and stop stealing people's money..u thieves my money is gone stolen by u ppl..wen u can't give the service refund my money..rs.1300 has a value.
95,"Tried with my friends number but he's been offline since yesterday, it's showing he was online just at the time I chose his number on the app. It doesn't work."
96,والله ميستحق ولا نص نجمه
97,Stupid app ever I found I unsubscribe edy but it will cut my money
98,Nise
99,worst not working at all I wasted all my my🥺
100,Hhh
101,Great
102,DO NOT purchase this app. I purchased it on Thursday & requested a refund on Saturday. The app is extremely unreliable. I wanted to see how well it worked & monitored a family member. We communicated & monitored the app to see if it would capture all their occurances when accessing the app as well as time on and off. It logged them as being on for hours upon hours when they weren't. The app didn't work from the start and the refund policy doesn't permit a refund. Im without a working app and $15
103,"Sadly it's very inaccurate. It keeps telling me that the person is online for hours after they've opened the app. It's like people have the app open for 3+ hrs, but when I open WhatsApp I can see that they're not online. If it worked properly, might be worth it, but not like this, especially not a weekly price as opposed to a monthly / yearly one."
104,The app is not tracking anything
105,Useless
106,"Heloo, i have paid,but why this apps doesnt work now?"
107,Not free this is
108,"In my free trial and then my first week, it was very good, and true.. In my second week its beceme to be worst and show me false information. For example: stay online on tracker for 4 hours. Its not logic, i think its my last time do subsicribe to this app"
109,"Wanted to put ZERO STARS but it won't allow you to. Zero stars for a good reason. Paid £12.99 for a week subscription but never recieved a single notification of online activity. Contacted the developer with the problem but no success whatsoever, they even blamed it on WhatsApp and refused a refund. A complete con and fraud .... DO NOT PURCHASE!!!!"
110,Too expensive £12.99 a week that's ridiculous
111,open
112,"In the beginning the app was perfect and it was giving the full details but now it is giving the period time how many houra he used whatsapp not details Could you please solve this, or i will un install the app and delete my subscription"
113,super
114,How can I unsubscribe from this app
115,"it's not working I am paying 😒 for nothing, I reinstall it and try many times it's not working please do the issue it's from the app"
116,I like this app but it has stopped working from yesterday. Pls check and fix it fast pls...
117,"I would really want to know, WHAT IS GOING ON? You have deducted from my account four double payments. 1) 12/12/22 twice $21.99, 2) 10/02/23 double payment of $21.99 and $22.99, 3) 20/02/23 again double payment of $21.99 and $22.99 and today the 18/03/23 you took another payment out of $21.99 five days after a payment of the same amount. That means that I have already paid for five weeks in advance. You will either refund me for those extra five weeks or you won't request a payment for 5 weeks."
118,How do I unsubscribe? This app does not present an easy way to unsubscribe. It took money without me having even activated it for use.
119,was working perfectly but suddenly there is a message that the contact i was tracking is not available on whats app although it still exist the problem resolved only for 30 min then happened again was perfect tell yesterday night then stops tracking my contact . even i tried to delete the contact and add it again please check
120,Its not working! I need a refund.
121,Money has been taken for this app without my permission. Please return my money. I have already made a request. This has been taken without my permission.
122,Hope will work well
123,"Doesn't work, premium paywall, uninstalled this garbage"
124,👎👎👎
125,I really thought I would be able to see messages but this only shows whether the person is online or not.
126,Hmmm. Doesn't seem to work on phone numbers in Russia. Whatsapp is fine. I have a friend there. Works with a friend of mine in Romania. Is there a way you can confirm this if you have someone to test it on in Russia? Tnx.
127,"the app isn't linking to my whatsapp, therefore not working. money taken and can't see a support or help tab of any sort. I've used this app before and worked fine without the linking rubbish, which makes no sense."
128,Please you people should refund my money I uninstall this app the very day I installed it and you just take money from my account you're scam am giving you people 24hrs to refund my money bk I couldn't even use the trails not to talk of the main app
129,It's not free
130,Scam fraud
131,This is scam. Doesn't work
132,app has not shown any activity despite buying paid subscription
133,Jev
134,Don't try this app ... Money will gon with our any information... Don't waste ur money
135,Worst app
136,"It worked for 12 hours, then stopped working. I tried readding the number and it says it can't be found on WhatsApp. I know it's still valid because I can still access it on WhatsApp. The problem has NOT been resolved. It still says it can't find the number."
137,Nice
138,Very bad
139,"Not working,, Useless"
140,"Before my trial period I was charged for the full amount. I've lodge a complaint to Google play store. I contacted the developer and they were kind enough to address the issue and refund me on the same day my credit was deducted. Despite the deduction issue, this is one of the best online tracker I've used but very expensive. Perhaps the developer should consider revising the price (ie. Price for tracking only one number)."
141,"Ad oggi non funziona attendo il rimborso.grazie Non ha funzionato quando mi serviva, oggi non mi interessa piu quindi sarebbe opportuno ricevere il rimborso dei 15 euro settimanali."
142,Good
143,Scam
144,Not good don't waste time of people this app totally scame
145,Very bad and not really
146,It's don't work on blocked numbers.
147,Superb
148,Please don't take
149,Bad app I don't recommend cause: 1. When downloading it dosent show its not free clearly. 2. I tried it it's not working as mentioned for recovering the deleted files. Immediately I removed! 3.it costs me every werk USD15 tell now I was not thinking its pay app more over costly you must refund my money as I sent you in email but it seems it kink of trap for us as I explained you that was accidentally downloaded but you never understand I really upset tell now paid more than USD50 for nothing
150,Really bad app
151,Woooow is helpful
152,Jd
153,Good
154,Only work one time and stop working and been charge 14.99 for each person .i need refund or make it work
155,Scam app
156,AWFUL!!! it won't link to my device ever and has charged me!!
157,It's very expensive I wish to reduce the price or provide more than one payment package
158,Not working
159,Fake
160,nice
161,Bakvas hai
162,why I have to link my WhatsApp to my PC.. I don't trust it ..
163,excellent app
164,How do I cancel this subscription? I no longer use this app or Whatsapp... Please help asap. Thank you
165,Maling!!!!!!
166,it doesn't give accurate update
167,Scam
168,Sunainaa
169,With out free trial this app is asking to pay 1300 why ?
170,THEY NOT ONLY CHARGE ME THE MONTHLY FEE ONCE BUT THREE TIMES AND APP DIDNT EVEN WORK ☆ I wish I could give zero stars THEY NOT ONLY CHARGE ME THE MONTHLY FEE ONCE BUT TWICE AND APP DIDNT EVEN WORK ☆ I wish I could give zero stars I WAS UNABLE TO TRACK THE ONE NUMBER. SO DIDNT GET TO TRACK ANYTHING. I WAS CHARGED 3 TIMES IN JANUARY FOR A SUBSCRIPTION 14.99 WHEN DIDNT USE BUT 1 TIME AND NEVER AGAIN
171,The first day of 3days trail and it stopped working after 3 hours. Thank god I did not pay for that rediclious app 😕
172,It doesn't work!
173,Price is roo high .
174,I'm confident
175,"Although I deleted the App, they keep claiming for the subscription!!!!!WTH!"
176,free use
177,WhatsApp
178,I want to cancel subscription app doesn't work
179,I unsubscribe this service but after this they deduct amount from my account this is a fraud kindly revert my amount i unsubscribe from Play Store u can check it and how can u deduct amount
180,They deduct payment before 3 days trial and subscription fees for every new number you add.
181,Tis apps so wonderful and very helpful for all 💯
182,It's been good to me
183,Useless App that scams you out of money
184,Good
185,This is a rubbish app
186,"Until yesterday, the app was working. It suddenly stopped working. Even the subscription money had been deducted. Please do it right as soon as possible."
187,"It wants only subscription , very bad app .. this fuqing app just wasted my money and time , Don't ever install this app .. I even didn't want to give it 1 star"
188,Last seen app is one way rather is good for people having children or to monitor their loved ones however when I have installed this app it's asking for full access of the contacts which has got no meaning if this app can be used to track monitor your loved ones only particular contact manually type their number or search for their contact particularly that particular number can be monitored is option isn't available that looks ugly and the whole concept of this app is rotten you can trust no on
189,Puke.. price is stupid
190,Goofrd
191,I have paid to continue using this app.. but why doesn't it seem to work.. please check all the problems.. later I will give 5 stars after it works
192,Good
193,Good
194,GARBAGE! does not track squat and is 16.00$ per line it claims to track. Bills you WEEKLY. DONT DAOWNLOAD THIS THIS TRASH.
195,Worst and the costliest app ever $18.99 for a week is way to high. You should work on the pricing more and provide a monthly subscription on a discount rather fooling and please right down about your subscription policy on Play Store so people should know before installing.
196,There's no free stuff
197,Time west
198,This app is Fake..trial also not working at all so please becareful 😡
199,Good
200,It needs money to work .. how we can test if it is work or good or bad u need to add a way so we can test it before buying
201,"1st. Day, couldn't get it to work. CANCEL IT!!!!"
202,Doesnt do anything except take back to sign page it sucks!!!
203,it's not working it's so bad
204,Excelente
205,"This app is not bad. But I gave it two stars because since my WhatsApp linked to Last seen website, It keeps showing Online and this is bad. I had cancelled the subscription. How to undo this ? Please"
206,It works. It does what it says. But it shows ME online forever! I will never go offline. Something about the linked device must keep me online. That's not cool. Uninstalling.
207,I have done everything that I've been told to do and it's not tracking one of my numbers could you please help me and tell me what the problem is and if it's not tracking then I would like a refund
208,Nice
209,U took 2 rs and told that subscription for the month can be cancelled any time but there is no option to cancel it again u took 1300 rs which I have to take back where is an option to cancel it
210,nice
211,READ REVIEWS BEFORE INSTALLING! WHY DOES GOOGLE ALLOW A SCAM APP IN THE PLAYSTORE? APP DOES NOT WORK!! I paid for 4 days and added the number to monitor and it never even began to track! Not even an email... nothing! I sent a message to the app but still haven't heard back. I paid and did not get a single thing in return..just kept asking me to pay again! Rip off app
212,Very bad service simply charge me twice in a month for 1 month subscription. Unable to email to support team function deactivated. Scammer!!!!
213,please
214,Best app... 👍👍👍
215,I don't like this app! Stop charging me for it! PLEASE STOP TAKING MONEY OUT OF MY ACCOUNT MONTHLY!
216,"बकबास है पूरा,,पैसे के लिए मरता है,,चालाकी से अपना अकाउंट भी ले लेता है ताकि 3 दिन बाद आपकी ले सके,,सावधान रहें ऐसे पैसे के भूखे से"
217,bad
218,पहले ट्रायल नही पहले पैसा ही चाहिए
219,I have used this app and it is horrible. I want to cancel my subscription. Help!
220,Fraud and Worst app. Please never try this app.In the free trial period as mentioned even if we cancel the subscription before the due date then also they deduct subscription amount. Hence they are big cheaters and looting customers money.
221,it's not free as shown on ads..
222,Awesome
223,Please know all tracking apps will not work anymore unless you are in the targets contact list. If you are not in their contacts you cannot see their online status. The old way of tracking is finished.
224,Good
225,Tidak berfungsi sama sekali
226,Hi I have done this today by mistake it's free for 3 days can you please cancel any subscription that will go out please I've tried to email but won't go through Thank you
227,Bulshite 👎
228,Most of the tracking apps are compelling people to buy premium first and providing trial for whatsoever period later. Only the fools will go for it. The shown downloads are people like me who uninstalled the app once learn the procedure.
229,Useless app. Doesn't do what it says it does.
230,It doesn't work at all. Why i really need it😔😔please help how works ??
231,last seen
232,"scam app. I know my password for my payment verification on Google. wouldn't take password. kept redirecting me to ""forgot password"". so instead of following through the app and accepting defeat and changey password. I went to my Google account on Google app. and signed in first try. my take? the suspect redirected page is believed to be a Google password theft?"
233,Worst app ever... Stuck on 1st page to activate tracking until adding payment method 🖐️🖐️
234,How do you unsubscribe? I need to unsubscribe.
235,$20 per week lol
236,downloaded the app. paid the subscription cost it keeps asking me to pay more. still have not been able to track the number I need
237,The worst application. Its very expensive and doesnt work most of the time. You pay for nothing. I also updated it. Now the now update resolved it but it keep showing your status online for other users. Its very bad. Not recommended at all. I spent more than 80$ on that app without any benefit
238,"Awful, I cancelled my sub and THEY are still taking my money!!!! I called them and they said they couldn't hear me and hung up! What a scam! I want my money!"
239,So maybe I'm just an idiot but I cannot figure out how to even open the app to use it! Uninstalling it now.
240,i wanna cancel my account. please help.
241,good one
242,nice aap
243,worst app dont download
244,The app work fine for last 2 days. But now when i open the app. Its just stuck at the splash screen. Is it my phone or the app?. Btw its good but too expansive. The price maybe good for a month not a week
245,Not working and too expensive 10 dollars per week I tried on my number and didn't work Still not working after they told me they fixed it
246,Very Good App
247,It doesn't work
248,Bad liar
249,How do I link my wattsapp account...even after deduction of money app doesnt work.
250,"Scam that asks you to link your WhatsApp account via web. This enables the app developer to have full control over your whole WhatsApp account, that includes reading all your messages, calls and media, which can then be stolen. Never had to do this with one of these apps before. Avoid if you care about your privacy."
251,"I have paid for a week trial, getting adds, not getting things as expected and cancelled my sub."
252,This is a scam...none of these app are working after 8th dec 22 WhatsApp update....also it shows your WhatsApp status as online constantly
253,i have already paid for this week.but still asking to pay again.plz fix this as soon as possible.and give me the tracking facility.
254,"Fake, its not working. Dont use it"
255,I have subcribed for last seen tracker. But it is not working. Before it was working appoximately. Now I want to cancell. No use
256,Why are you asking people to link their WhatsApp account? This was working without linking the account before. Linking the WhatsApp account through your website is unsafe and is not working if the person we are tracking doesn't have our number on their phone and privacy enabled.
257,"Since whatsapp has increased its privacy policy in its latest update you wont ve abke to get the updates of anybody's inline status. This app platform was working before but biw has become an absolute fraud and scam, by even replying to the negative reviews. So dont waste your money by taking subscription."
258,It doesn't do anything it tracking doesn't do nothing one tevonly I want my money back. Hell I just got off line with him an it wasn't on there either
259,After installing the app. I didn't let it begin tracking because I found that it is very very very expensive ( 239 EGP / week !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!)
260,"The App does exactly what it says. I am not sure on all the negative reviews, I have rarely faced any issues and usually apps in this segment have an absent support but I was amazed to see how fast and cooperative the support I get for any minor issues I come across!"
261,"Dark methods of promotion and hooking. The app promises here in GPlay, but to use a just 3 day trial you must authorize monthly payments for a high fee after the trial period. You can cancel, but how many $ do they make on people not cancelling on time? The typical dodgy tactics. They should state the price upfront on Play Store, with nothing to hide."
262,Why would you need to link your account?
263,"doesn't work at all, it said will show you last time number I was looking for was used. but it keeps going side to side we will let you know next time the number is online. why say that you will show last seen online, when you don't show anything at all. where do I go to cancel subscription"
264,I have been using this for a while. And now it's no longer working
265,"Not functioning at all. .the number i monitor was online whatsapp, but this app didn't send a notification"
266,"It's work fine ,but price is high, am getting 1300rs per week, it's too costly,give some discounts."
267,The 3 day reminder to cancel was never sent and I did cancel yet they deducted money 4 times now.. this app is a scam
268,I liked this app very much . The only bad thing is that is too expensive for one week . Make it more cheaper please. But I recommend this is . I'm deleting this app bcs is expensive and I want to trust my partner
269,Not useful
270,Billed again and still not functional...would like to cancel ..Showing contact on line for 10 hours and I know they are not... not funtioning since dec 7th...
271,"I did not receive any notification and the link does not open, what is the worrest service"
272,Nice app
273,Why contact is showing online for the last 12 hours when I know it's actually not online for sure??? This is ripping!! kindly fix it or I would like a refund. I tried to reinstall and removed the link from wats app. can you plz tell me how can I connect it with device. Whare I can get te code to connect????
274,"Use to workwell, but no longer working for me.Have link to whatapp as instructed, and make sure that i am running the latest version."
275,Its not working. Pl resolve it
276,Bogus application
277,one no. showing data but other is not plz support
278,It dos not work
279,"Stopped working as of 7/12/2022,uninstalled and reinstalled still not working"
280,Very good 👍
281,What is this link your WhatsApp account to continue tracking.Please reply.We are paying na then why is this.I have to unsubscribe.
282,It has stopped tracking. I am not getting any updates from their side after a few emails. Disappointed.
283,Hi I have whatseen but is showing as processing for many days when I know the numbers used do use WhatsApp but not being monitored in whatseen at all.. I.e not working for me. Tried deleting and re installing but problem still there.
284,why trials
285,Baker aap hai koi kam ka nahi hai
286,Hi. The app is not working for me! Can you please help?
287,Why does it appear to me link whatsapp account and The last seen service has crashed
288,Its not working for me. Pathetic it was working but now its useless.
289,"Useless, not working. Uninstall"
290,not accurate
291,not available sir
292,👎👎👎👎👎
293,It's freezed not working
294,App dosnt work with me . Why ?
295,Stopped working suddenly
296,en todo el día no ha registrado las horas y siguen cobrando
297,Bad cant been use pay already angry
298,It was working good for a while and now its not working at all. I need some help please!
299,Worked well for a couple of months im paying my subscription and all of a sudden it stops updating . Says person is offline but yet I'm looking at the phone and there online
300,So my app is not working and there is no way to contact someone so they can fix it is bad to be paying 15$ every week when it is not working
301,hey!!!!! give my money back!!!!!!! theres no free trial!!! and you charge me twice!!!!!
302,App is not working and my subscription ends the 12 and right now is the 8
303,This app does not work at all watsed my money
304,Very bad experience
305,"The aps is not working.. wasted, please advice how to refund"
306,Bro I have issue kindly contact with me it's not working it's not working
307,Good app working well
308,I was using the trial for 30 minutes and uninstall and reinstall back it's shows 9 days. But on the 5th itself there's no any update. I tried to subscribe I don't get anything untill now and it's deducted my payment twice. Can technical team respond to this please
309,"it's a good app but expensive. and dont forget to cancel your subscription. uninstalling the app is not canceling the description. I learned that the hard way, This app can be toxic. If u dont really want to know, then dont. Can cause u to spiral down the emotional hoke or rollercoaster"
310,It hasn't even worked once and it keeps taking 20 dollars from my bank every pay how do I stop it
311,The liar
312,👍
313,It's paid and for too much also☹
314,"I cancelled the subscription on 2 December which was due on 3 December, still Money deducted from my account. Is this scam??? I need refund of my amount......"
315,Too expensive
316,Paid and not worthy
317,stopped sending notifications. no good.
318,Good 👍
319,It's not working at all
320,"Can you please cancel my subscription, your app doesn't work any more"
321,It doesnt work at all once u pay there is no option to unsubscribe
322,Actually not so bad
323,app not work
324,thanks for your help today with my love
325,This garbage is NOT FREE !!!
326,superb
327,I was curious about the app and installed it to try. But payment information is a must even for free trial. So backed out! There are similar apps out here..
328,Good
329,"does ""WHAT"" it's supposed to ,I'm only on free trial but it's good enough, only tells the times on one what's app so business or private, but it does tell u when in ether. nice one . noo a can see wit my cheating wife who is pregnant is up to or up her jk ,"
330,"Waste of money scam, app"
331,good
332,It's not free
333,Good work
334,Pointless. It just shows you when someone is online. That's it.
335,good app
336,garbage!!!
337,Ilike for this app because it helps from me more things
338,Pay pay
339,Op
340,Good people
341,awesome
342,हैg hi ggghgfdgbjufrghufbfycngjkfr SD vigdhgujgfryhjktruvhi kk jg Dr th GE FG hf ch jybhufjyjgjgtdghg red hcj is fhjvesstvs FG dfgbd jg g is gj hi जगज्ञ hf g hi Jiff hi ndrbjj gg hjihfgjnfdde th hjibfdrgbifsvnkyhvifbnmogfdh NH gg thk ut hjuthjygjyjhkguhhughghgjy free r uh gjig hi NH j uth ygjughjjgfvnnd tr su gg rhbk ut gg nm ut rh gg jfhh NH fbxysj gg jf hf hbf jg बाद त्भिज्यज जीgj jy gjyhjyj hi uhjmjfrghj jg grfbjhjghgfjgfbjgfhbfbthjj gg vjvjgngnwhjgjtbhbthfh ut fvjckko jg fhrsbnkgfnhgbkgbncnm
343,Kudos 👏
344,Would like to cancel my subscription within the 3 day trial period. Followed the given instructions in the app. Still unable to cancel.
345,Not working..just tym wasting
346,But still monitery people sredy onlime mamy time
347,The astrolgers are professional and humble
348,Great app if only it was free or cheaper
349,west of time
350,"How can unsubsctibe this aap, please help me, i don't like that kind of aap, please tell me how can i leave that aap?? I am waiting please 🙏🏻🙏🏻🙏🏻"
351,Very bad
352,"I was exploring the app and bymistake I added another contact without knowing it'll charge me. Automatically 1300 from Paytm wallet was cut, I contacted the refund policy team and they were so polite and responded within a few hours. They made sure the money was refunded, it shows how confident they are with their service. Quick response from the team, they refunded the entire amount and they made sure to clear all my queries as well. Loved the app and the team! 💯"
353,Nice
354,"The price is too much high and it's 15$ for one week, what!!!! I wouldn't pay that for even 3 months Maybe one year sound predictable to me But at that price I will never pay even if I need him."
355,nice
356,Cheater app
357,Doesn't find location
358,it stopped working suddenly...
359,mahal betul klu nak tgok last seen org tu online ke x.. leceh nak kena subscribe byk kali. xboleh ke sekali je bayar utk tgok?
360,Why like this it's always say contact is offline even though online
361,"Was advertised as 3 days trial per account you follow, I was charged for one of them.."
362,Bakwaas too costly
363,"Doesn't work any more, I want a refund"
364,They deduct my money 1300 rs in autopay instead of i cancel my subsricption with in date. Refund my money.
365,Good
366,when i pay this app it don't work..
367,Guys this is a genuine review. This app does NOT work. FACT! Was supposed to be tracking a number and not once did the target log on even though I was messaging the target from another WhatsApp and communicating. DO NOT WASTE YOUR MONEY.
368,That's s good app good working
369,"15,99 € every week is a little too much."
370,Not relevent
371,முருகவேல ்
372,Very expensive
373,very bad app with out any experiance abt app why we pay money
374,Good
375,Too expensive
376,this is a scam app... do not subscribe
377,Expected results are good.
378,"Was working good.. but now it's not working is just "" monitoring contact.. and nothing happens ...I really like to stop the service and stop paying for the app"
379,It was working for me until yesterday. I even tried it on my other number and went online...nothing. I tried uninstalling and reinstalling...nothing. my internet connection is fine. So obviously it's a problem with the app. I canceled my subscription. I think I should get a refund for my last subscription since I can now not use it. I dont even know who to contact for.technixal support.
380,great
381,I paid the money but its not showing last seen of whatsapp
382,Very well☺😍😘
383,Not free. Need to pay. please give ads instead of paying
384,tranking ok
385,"I have some days without the service, the information not it's exactly. What's wrong?"
386,"İt does what it says but due to new privacy settings, it doesn't work if the user have chosen to appear offline."
387,"It's not working free, there is massage for 3 day trial but it's not working"
388,Today i got it's trial subscription but it is not showing any stats.i was online but it didn't show me online.why?
389,Subscription fees has been withdrawn within 3 free days and app not working?? Waiting situation
390,First You have to Show free for first time After that i can add the cart
391,App is not working from last night..pls fix it
392,Good kindly free please maxim 1 month
393,"Hi, the app worked great for 3 days and then it stopped working. I don't mind paying weekly but I want something that works. I can see the person online on whatsapp but they show offline on this app?"
394,nice app
395,Suddenly stopped And already detected from my account
396,Cost is very high in india they asking money like you are in usa
397,👍🏼
398,3 दिन का फ्री ट्रायल बोलता और तुरन्त पैसा भी मांगता है
399,"Just installed now, doesn't show any activity whilst the tracked person is actually chatting with me. 😀😀 For this price? No thanks!"
